Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
V2META13551_42_Calc_Hmm10_BMGE05	0 All_Taxa	78	0.0597	0.0082	0.0348	0.0563	0.0623	0.0199	0.0902	0.0048	0.0761	0.0640	0.0300	0.0566	0.0439	0.0268	0.0838	0.0734	0.1255	0.0468	0.0282	0.0087	0.3408	0.6592	0.5805	0.4195	0.1542	0.7159	0.1299	0.1824	0.0135	0.0036	0.0079	0.0097	0.0093	0.0049	0.0129	0.0025	0.0130	0.0113	0.0080	0.0090	0.0104	0.0070	0.0125	0.0117	0.0151	0.0107	0.0060	0.0034	0.0195	0.0195	0.0227	0.0227	0.0106	0.0151	0.0109	918.434639999999	1463	1.00000	0.7678	0.0000	0.0000	0.2322	0.0000	0.0000	0.3826	0.0000	0.0000	0.0000	0.0000
V2META13553_42_Calc_Hmm10_BMGE05	0 All_Taxa	77	0.0627	0.0202	0.0390	0.0448	0.0565	0.0869	0.0473	0.0255	0.0789	0.0367	0.0196	0.0489	0.0771	0.0377	0.0520	0.0412	0.0954	0.0585	0.0371	0.0342	0.3264	0.6736	0.5574	0.4426	0.0839	0.8260	0.0901	0.2191	0.0154	0.0067	0.0082	0.0106	0.0103	0.0108	0.0086	0.0099	0.0152	0.0105	0.0075	0.0082	0.0164	0.0114	0.0158	0.0094	0.0179	0.0117	0.0091	0.0056	0.0222	0.0222	0.0203	0.0203	0.0099	0.0143	0.0109	792.405399999998	1444	1.00000	0.8167	0.0000	0.0000	0.1833	0.0000	0.0000	0.3517	0.0000	0.0000	0.0000	0.0000
V2META13556_42_Calc_Hmm10_BMGE05	0 All_Taxa	76	0.0734	0.0287	0.0182	0.0447	0.0286	0.0540	0.0378	0.0072	0.0600	0.0405	0.0355	0.0404	0.0645	0.0390	0.0511	0.0554	0.1463	0.0328	0.0870	0.0548	0.4554	0.5446	0.4618	0.5382	0.0783	0.8259	0.0958	0.2154	0.0154	0.0085	0.0056	0.0102	0.0089	0.0135	0.0098	0.0042	0.0125	0.0101	0.0109	0.0092	0.0141	0.0111	0.0124	0.0105	0.0182	0.0080	0.0130	0.0089	0.0200	0.0200	0.0216	0.0216	0.0131	0.0161	0.0135	853.17236	1425	1.00000	0.7899	0.0000	0.0000	0.2101	0.0000	0.0000	0.3811	0.0000	0.0083	0.0083	0.0417
V2META13557_42_Calc_Hmm10_BMGE05	0 All_Taxa	83	0.0935	0.0114	0.0888	0.0475	0.0208	0.0210	0.0192	0.0315	0.0880	0.0110	0.0301	0.0100	0.0934	0.0113	0.0674	0.0193	0.1741	0.0206	0.1128	0.0281	0.5375	0.4625	0.2802	0.7198	0.0302	0.9404	0.0293	0.2114	0.0172	0.0054	0.0117	0.0113	0.0051	0.0097	0.0066	0.0085	0.0152	0.0054	0.0106	0.0071	0.0148	0.0036	0.0189	0.0076	0.0190	0.0068	0.0180	0.0088	0.0219	0.0219	0.0197	0.0197	0.0086	0.0108	0.0055	896.929769999997	1558	1.00000	0.8787	0.0000	0.0000	0.1213	0.0000	0.0000	0.2481	0.0187	0.0280	0.0187	0.0841
V2META13561_42_Calc_Hmm10_BMGE05	0 All_Taxa	79	0.0533	0.0194	0.0684	0.0542	0.0305	0.0816	0.0575	0.0207	0.0463	0.0467	0.0203	0.0354	0.0898	0.0330	0.0651	0.0396	0.0922	0.0391	0.0679	0.0387	0.3583	0.6417	0.4835	0.5165	0.1042	0.8207	0.0750	0.2184	0.0125	0.0068	0.0095	0.0140	0.0081	0.0133	0.0095	0.0054	0.0097	0.0112	0.0097	0.0075	0.0180	0.0085	0.0187	0.0081	0.0162	0.0102	0.0157	0.0060	0.0280	0.0280	0.0219	0.0219	0.0113	0.0138	0.0100	831.60556	1482	1.00000	0.7669	0.0000	0.0000	0.2331	0.0000	0.0000	0.3754	0.0000	0.0000	0.0000	0.0000
V2META13562_42_Calc_Hmm10_BMGE05	0 All_Taxa	55	0.0364	0.0256	0.0931	0.0412	0.0297	0.0169	0.0592	0.0367	0.0374	0.0456	0.0256	0.0593	0.1153	0.0343	0.0783	0.0409	0.0910	0.0249	0.0384	0.0703	0.3767	0.6233	0.4149	0.5851	0.1047	0.7951	0.1002	0.1393	0.0087	0.0064	0.0071	0.0058	0.0059	0.0048	0.0063	0.0043	0.0070	0.0063	0.0047	0.0079	0.0107	0.0039	0.0121	0.0080	0.0105	0.0067	0.0069	0.0056	0.0175	0.0175	0.0139	0.0139	0.0079	0.0094	0.0059	570.237499999999	1026	1.00000	0.8165	0.0000	0.0000	0.1835	0.0000	0.0000	0.5370	0.0000	0.0000	0.0000	0.0000
V2META13563_42_Calc_Hmm10_BMGE05	0 All_Taxa	76	0.0567	0.0258	0.0491	0.0504	0.0506	0.0374	0.0435	0.0301	0.0505	0.0633	0.0189	0.0445	0.0489	0.0234	0.0424	0.0759	0.1433	0.0541	0.0610	0.0299	0.3823	0.6177	0.5196	0.4804	0.1068	0.7728	0.1204	0.1412	0.0083	0.0053	0.0061	0.0070	0.0063	0.0062	0.0066	0.0043	0.0093	0.0087	0.0054	0.0071	0.0075	0.0052	0.0059	0.0131	0.0080	0.0102	0.0074	0.0032	0.0173	0.0173	0.0156	0.0156	0.0091	0.0180	0.0129	770.083920000001	1425	1.00000	0.7922	0.0000	0.0000	0.2078	0.0000	0.0000	0.3793	0.0000	0.0000	0.0000	0.0000
V2META13570_42_Calc_Hmm10_BMGE05	0 All_Taxa	64	0.0660	0.0184	0.0384	0.0604	0.0317	0.0847	0.0307	0.0327	0.0418	0.0245	0.0159	0.0342	0.0812	0.0246	0.0506	0.0246	0.1635	0.0325	0.1018	0.0418	0.4724	0.5276	0.4080	0.5920	0.0551	0.8861	0.0588	0.1599	0.0146	0.0052	0.0056	0.0084	0.0042	0.0076	0.0069	0.0059	0.0075	0.0057	0.0047	0.0087	0.0114	0.0052	0.0132	0.0036	0.0152	0.0073	0.0136	0.0055	0.0218	0.0218	0.0223	0.0223	0.0081	0.0156	0.0092	831.69336	1197	1.00000	0.7429	0.0000	0.0000	0.2571	0.0000	0.0000	0.5098	0.0000	0.0000	0.0000	0.0000
V2META13573_42_Calc_Hmm10_BMGE05	0 All_Taxa	67	0.1259	0.0101	0.0345	0.0191	0.0539	0.0248	0.0493	0.0143	0.0498	0.1040	0.0382	0.0615	0.0374	0.0154	0.0477	0.0881	0.0983	0.0452	0.0303	0.0521	0.4069	0.5931	0.5212	0.4788	0.1533	0.6972	0.1495	0.1533	0.0132	0.0041	0.0050	0.0048	0.0088	0.0049	0.0068	0.0043	0.0078	0.0103	0.0090	0.0068	0.0074	0.0048	0.0076	0.0128	0.0146	0.0085	0.0077	0.0042	0.0180	0.0180	0.0202	0.0202	0.0111	0.0182	0.0117	887.734279999999	1254	1.00000	0.7915	0.0000	0.0000	0.2085	0.0000	0.0000	0.4533	0.0000	0.0000	0.0000	0.0000
V2META13574_42_Calc_Hmm10_BMGE05	0 All_Taxa	87	0.0388	0.0129	0.1255	0.0404	0.0132	0.0540	0.0875	0.0259	0.0546	0.0423	0.0165	0.0586	0.0416	0.0159	0.0647	0.0474	0.0874	0.0216	0.1026	0.0488	0.3846	0.6154	0.4484	0.5516	0.1298	0.7641	0.1061	0.2825	0.0163	0.0078	0.0131	0.0152	0.0115	0.0150	0.0208	0.0089	0.0151	0.0151	0.0117	0.0123	0.0141	0.0109	0.0168	0.0150	0.0215	0.0137	0.0168	0.0104	0.0278	0.0278	0.0310	0.0310	0.0219	0.0319	0.0203	1182.10881	1634	1.00000	0.7731	0.0000	0.0000	0.2269	0.0000	0.0000	0.3066	0.0562	0.0787	0.0674	0.0787
V2META13575_42_Calc_Hmm10_BMGE05	0 All_Taxa	73	0.0927	0.0076	0.0487	0.0187	0.0279	0.0237	0.1004	0.0000	0.0583	0.0775	0.0434	0.0277	0.0969	0.0192	0.0551	0.0837	0.0798	0.0607	0.0346	0.0434	0.3490	0.6510	0.5054	0.4946	0.1779	0.7107	0.1114	0.2014	0.0118	0.0061	0.0091	0.0116	0.0095	0.0056	0.0132	0.0000	0.0140	0.0123	0.0105	0.0095	0.0132	0.0070	0.0124	0.0124	0.0149	0.0132	0.0068	0.0086	0.0205	0.0205	0.0206	0.0206	0.0139	0.0237	0.0149	730.904780000001	1368	1.00000	0.8818	0.0000	0.0000	0.1182	0.0000	0.0000	0.3363	0.0000	0.0000	0.0000	0.0000
V2META13577_42_Calc_Hmm10_BMGE05	0 All_Taxa	83	0.0719	0.0066	0.0491	0.0530	0.0389	0.0170	0.1079	0.0086	0.0580	0.0960	0.0214	0.1052	0.0317	0.0189	0.0314	0.1089	0.0733	0.0343	0.0398	0.0280	0.2746	0.7254	0.6446	0.3554	0.2038	0.5821	0.2141	0.1645	0.0130	0.0008	0.0080	0.0107	0.0073	0.0038	0.0121	0.0029	0.0112	0.0133	0.0066	0.0149	0.0089	0.0046	0.0071	0.0136	0.0071	0.0076	0.0055	0.0052	0.0142	0.0142	0.0149	0.0149	0.0111	0.0225	0.0188	703.81493	1558	1.00000	0.9020	0.0000	0.0000	0.0980	0.0000	0.0000	0.2282	0.0000	0.0000	0.0000	0.0000
V2META13578_42_Calc_Hmm10_BMGE05	0 All_Taxa	91	0.0819	0.0013	0.0326	0.0389	0.0393	0.0037	0.0699	0.0019	0.0351	0.1125	0.0970	0.0805	0.0494	0.0034	0.0602	0.0974	0.0912	0.0732	0.0200	0.0108	0.3630	0.6370	0.5551	0.4449	0.1824	0.6397	0.1779	0.1461	0.0089	0.0019	0.0062	0.0076	0.0074	0.0026	0.0102	0.0024	0.0083	0.0103	0.0123	0.0123	0.0070	0.0038	0.0087	0.0102	0.0127	0.0081	0.0045	0.0010	0.0126	0.0126	0.0125	0.0125	0.0108	0.0114	0.0097	812.51508	1710	1.00000	0.9054	0.0000	0.0000	0.0946	0.0000	0.0000	0.1506	0.0000	0.0104	0.0104	0.0052
V2META13579_42_Calc_Hmm10_BMGE05	0 All_Taxa	76	0.1105	0.0183	0.0375	0.0333	0.0372	0.0436	0.0611	0.0043	0.0674	0.0559	0.0233	0.0477	0.0473	0.0251	0.0823	0.0785	0.1198	0.0588	0.0333	0.0147	0.3883	0.6117	0.5269	0.4731	0.1170	0.7568	0.1262	0.137	0.0122	0.0036	0.0052	0.0081	0.0067	0.0075	0.0074	0.0016	0.0082	0.0077	0.0050	0.0052	0.0092	0.0055	0.0094	0.0107	0.0084	0.0074	0.0046	0.0031	0.0143	0.0143	0.0144	0.0144	0.0090	0.0108	0.0087	706.030090000002	1425	1.00000	0.8796	0.0000	0.0000	0.1204	0.0000	0.0000	0.3108	0.0000	0.0000	0.0000	0.0000
V2META13582_42_Calc_Hmm10_BMGE05	0 All_Taxa	81	0.0772	0.0017	0.0378	0.0269	0.0258	0.0272	0.1050	0.0058	0.0444	0.1831	0.0412	0.0657	0.0513	0.0191	0.0230	0.0871	0.0636	0.0610	0.0378	0.0155	0.2641	0.7359	0.6469	0.3531	0.2881	0.5591	0.1528	0.1944	0.0168	0.0023	0.0106	0.0091	0.0111	0.0064	0.0128	0.0034	0.0098	0.0189	0.0088	0.0094	0.0101	0.0067	0.0095	0.0120	0.0123	0.0133	0.0064	0.0043	0.0213	0.0213	0.0178	0.0178	0.0169	0.0187	0.0151	960.540780000001	1520	1.00000	0.8114	0.0000	0.0000	0.1886	0.0000	0.0000	0.3224	0.0142	0.0496	0.0567	0.0780
V2META13585_42_Calc_Hmm10_BMGE05	0 All_Taxa	72	0.0912	0.0075	0.0971	0.0585	0.0215	0.0166	0.0587	0.0149	0.0776	0.0495	0.0266	0.0512	0.0848	0.0139	0.0624	0.0551	0.1115	0.0317	0.0238	0.0459	0.3763	0.6237	0.4418	0.5582	0.1082	0.7856	0.1062	0.1318	0.0078	0.0027	0.0075	0.0079	0.0057	0.0040	0.0066	0.0048	0.0105	0.0084	0.0053	0.0059	0.0086	0.0049	0.0080	0.0063	0.0098	0.0060	0.0059	0.0053	0.0135	0.0135	0.0118	0.0118	0.0082	0.0095	0.0069	721.22126	1349	1.00000	0.7611	0.0000	0.0000	0.2389	0.0000	0.0000	0.4351	0.0000	0.0000	0.0000	0.0000
V2META13586_42_Calc_Hmm10_BMGE05	0 All_Taxa	74	0.0653	0.0275	0.0624	0.0365	0.0442	0.0616	0.0445	0.0235	0.0545	0.0396	0.0303	0.0567	0.0676	0.0180	0.0727	0.0545	0.0910	0.0281	0.0737	0.0478	0.4043	0.5957	0.4657	0.5343	0.0841	0.8047	0.1112	0.1456	0.0104	0.0051	0.0062	0.0070	0.0053	0.0066	0.0090	0.0041	0.0085	0.0083	0.0053	0.0079	0.0099	0.0059	0.0114	0.0065	0.0076	0.0065	0.0083	0.0057	0.0153	0.0153	0.0127	0.0127	0.0098	0.0148	0.0083	692.978680000001	1387	1.00000	0.8290	0.0000	0.0000	0.1710	0.0000	0.0000	0.3676	0.0000	0.0000	0.0000	0.0000
V2META13588_42_Calc_Hmm10_BMGE05	0 All_Taxa	74	0.0515	0.0423	0.0475	0.0262	0.0678	0.0278	0.0647	0.0226	0.0314	0.1135	0.0346	0.0296	0.0497	0.0362	0.0350	0.0739	0.0504	0.0679	0.0627	0.0649	0.3216	0.6784	0.5812	0.4188	0.1782	0.7184	0.1034	0.2324	0.0139	0.0114	0.0116	0.0091	0.0093	0.0098	0.0150	0.0033	0.0103	0.0245	0.0089	0.0069	0.0147	0.0085	0.0131	0.0176	0.0117	0.0164	0.0085	0.0082	0.0204	0.0204	0.0291	0.0291	0.0173	0.0262	0.0150	740.656450000002	1387	1.00000	0.7614	0.0000	0.0000	0.2386	0.0000	0.0000	0.4191	0.0000	0.0000	0.0000	0.0000
V2META13589_42_Calc_Hmm10_BMGE05	0 All_Taxa	74	0.1100	0.0196	0.1183	0.0348	0.0362	0.0115	0.0356	0.0354	0.0736	0.0169	0.0312	0.0152	0.0898	0.0082	0.1023	0.0160	0.0969	0.0255	0.1101	0.0128	0.4987	0.5013	0.2931	0.7069	0.0525	0.9163	0.0312	0.1615	0.0155	0.0054	0.0095	0.0087	0.0041	0.0047	0.0046	0.0027	0.0117	0.0048	0.0117	0.0051	0.0128	0.0041	0.0133	0.0053	0.0131	0.0056	0.0141	0.0048	0.0184	0.0184	0.0129	0.0129	0.0047	0.0067	0.0052	678.87981	1387	1.00000	0.9038	0.0000	0.0000	0.0962	0.0000	0.0000	0.3105	0.0086	0.0086	0.0345	0.0776
V2META13593_42_Calc_Hmm10_BMGE05	0 All_Taxa	79	0.0815	0.0046	0.0951	0.0430	0.0455	0.0354	0.0595	0.0202	0.0408	0.0766	0.0094	0.0566	0.0716	0.0272	0.0489	0.1061	0.0801	0.0389	0.0488	0.0102	0.2992	0.7008	0.5341	0.4659	0.1361	0.7012	0.1627	0.1719	0.0122	0.0046	0.0096	0.0079	0.0093	0.0068	0.0085	0.0015	0.0113	0.0162	0.0058	0.0075	0.0121	0.0065	0.0116	0.0097	0.0147	0.0070	0.0070	0.0024	0.0156	0.0156	0.0183	0.0183	0.0175	0.0166	0.0097	644.369370000001	1482	1.00000	0.9439	0.0000	0.0000	0.0561	0.0000	0.0000	0.2312	0.0400	0.1000	0.1000	0.1200
V2META13594_42_Calc_Hmm10_BMGE05	0 All_Taxa	70	0.0551	0.0062	0.1119	0.0462	0.0367	0.0712	0.0626	0.0259	0.0471	0.0499	0.0080	0.0441	0.0794	0.0310	0.0492	0.0624	0.0939	0.0263	0.0430	0.0499	0.3250	0.6750	0.4837	0.5163	0.1125	0.7810	0.1065	0.1735	0.0110	0.0050	0.0094	0.0111	0.0069	0.0074	0.0086	0.0067	0.0079	0.0092	0.0043	0.0083	0.0135	0.0067	0.0100	0.0133	0.0120	0.0069	0.0076	0.0078	0.0172	0.0172	0.0154	0.0154	0.0106	0.0160	0.0167	673.76495	1311	1.00000	0.8632	0.0000	0.0000	0.1368	0.0000	0.0000	0.3770	0.0000	0.0000	0.0000	0.0000
V2META13596_42_Calc_Hmm10_BMGE05	0 All_Taxa	79	0.0537	0.0029	0.0447	0.0696	0.0474	0.0237	0.1181	0.0095	0.0390	0.1135	0.0168	0.0523	0.1072	0.0395	0.0583	0.0641	0.0544	0.0194	0.0352	0.0307	0.2586	0.7414	0.5895	0.4105	0.2315	0.6520	0.1165	0.1442	0.0092	0.0035	0.0045	0.0072	0.0066	0.0059	0.0092	0.0010	0.0096	0.0111	0.0052	0.0084	0.0110	0.0083	0.0099	0.0093	0.0066	0.0069	0.0049	0.0058	0.0135	0.0135	0.0116	0.0116	0.0102	0.0127	0.0094	574.484539999999	1482	1.00000	0.9430	0.0000	0.0000	0.0570	0.0000	0.0000	0.2320	0.0769	0.1880	0.1966	0.2051
V2META13600_42_Calc_Hmm10_BMGE05	0 All_Taxa	86	0.0785	0.0007	0.0376	0.0501	0.0250	0.0081	0.0511	0.0006	0.0451	0.0853	0.0322	0.0707	0.0404	0.0037	0.0455	0.1269	0.1540	0.0947	0.0319	0.0178	0.3606	0.6394	0.5614	0.4386	0.1364	0.6659	0.1976	0.157	0.0110	0.0012	0.0076	0.0105	0.0089	0.0018	0.0099	0.0009	0.0108	0.0102	0.0093	0.0117	0.0078	0.0041	0.0079	0.0127	0.0120	0.0108	0.0043	0.0038	0.0129	0.0129	0.0186	0.0186	0.0102	0.0169	0.0137	842.22413	1615	1.00000	0.9409	0.0000	0.0000	0.0591	0.0000	0.0000	0.1658	0.0154	0.0385	0.0385	0.0385
V2META13603_42_Calc_Hmm10_BMGE05	0 All_Taxa	88	0.0772	0.0071	0.0841	0.0679	0.0292	0.0429	0.0525	0.0275	0.0718	0.0545	0.0289	0.0203	0.0555	0.0497	0.0527	0.0157	0.1305	0.0163	0.0671	0.0485	0.4325	0.5675	0.4278	0.5722	0.1070	0.8570	0.0360	0.2586	0.0229	0.0075	0.0140	0.0164	0.0097	0.0104	0.0093	0.0100	0.0164	0.0137	0.0107	0.0066	0.0207	0.0071	0.0164	0.0104	0.0227	0.0101	0.0160	0.0078	0.0314	0.0314	0.0280	0.0280	0.0153	0.0221	0.0114	963.462189999999	1653	1.00000	0.8117	0.0000	0.0000	0.1883	0.0000	0.0000	0.2636	0.0000	0.0000	0.0000	0.0000
V2META13611_42_Calc_Hmm10_BMGE05	0 All_Taxa	69	0.0573	0.0084	0.0626	0.0506	0.0431	0.0264	0.0361	0.0110	0.0595	0.0646	0.0533	0.0558	0.1016	0.0375	0.0451	0.0636	0.1047	0.0521	0.0261	0.0403	0.3379	0.6621	0.4978	0.5022	0.1008	0.7798	0.1194	0.0698	0.0041	0.0016	0.0026	0.0042	0.0051	0.0019	0.0032	0.0007	0.0049	0.0043	0.0033	0.0039	0.0070	0.0034	0.0027	0.0044	0.0047	0.0036	0.0017	0.0021	0.0054	0.0054	0.0092	0.0092	0.0037	0.0057	0.0041	289.96264	1292	1.00000	0.9425	0.0000	0.0000	0.0575	0.0000	0.0000	0.3295	0.1364	0.1469	0.1503	0.1713
V2META13612_42_Calc_Hmm10_BMGE05	0 All_Taxa	67	0.1297	0.0243	0.0164	0.0356	0.0306	0.0736	0.0487	0.0263	0.0542	0.0352	0.0205	0.0394	0.0788	0.0284	0.0456	0.0520	0.1676	0.0290	0.0377	0.0263	0.4537	0.5463	0.4510	0.5490	0.0839	0.8247	0.0914	0.2229	0.0162	0.0074	0.0062	0.0121	0.0103	0.0110	0.0135	0.0093	0.0138	0.0085	0.0077	0.0107	0.0160	0.0082	0.0134	0.0121	0.0198	0.0083	0.0098	0.0087	0.0321	0.0321	0.0331	0.0331	0.0129	0.0217	0.0152	961.710590000001	1254	1.00000	0.7227	0.0000	0.0000	0.2773	0.0000	0.0000	0.5008	0.0000	0.0000	0.0000	0.0000
V2META13616_42_Calc_Hmm10_BMGE05	0 All_Taxa	82	0.0774	0.0228	0.0538	0.0707	0.0437	0.0555	0.0363	0.0084	0.0423	0.0420	0.0256	0.0466	0.0644	0.0064	0.0497	0.0765	0.0585	0.0514	0.0947	0.0733	0.3876	0.6124	0.4942	0.5058	0.0783	0.7985	0.1232	0.1525	0.0100	0.0027	0.0067	0.0141	0.0066	0.0054	0.0103	0.0018	0.0088	0.0094	0.0052	0.0071	0.0106	0.0041	0.0076	0.0098	0.0099	0.0105	0.0071	0.0049	0.0176	0.0176	0.0155	0.0155	0.0127	0.0161	0.0094	617.8819	1539	1.00000	0.9258	0.0000	0.0000	0.0742	0.0000	0.0000	0.2174	0.0000	0.0000	0.0000	0.0000
V2META13618_42_Calc_Hmm10_BMGE05	0 All_Taxa	83	0.1047	0.0244	0.0660	0.0635	0.0417	0.0369	0.0367	0.0121	0.1001	0.0438	0.0299	0.0515	0.0754	0.0219	0.0553	0.0438	0.0797	0.0365	0.0425	0.0338	0.3578	0.6422	0.5008	0.4992	0.0805	0.8241	0.0954	0.1594	0.0117	0.0048	0.0080	0.0113	0.0066	0.0059	0.0089	0.0020	0.0093	0.0106	0.0065	0.0082	0.0110	0.0053	0.0103	0.0080	0.0116	0.0085	0.0060	0.0045	0.0164	0.0164	0.0173	0.0173	0.0101	0.0146	0.0101	785.159509999999	1558	1.00000	0.9056	0.0000	0.0000	0.0944	0.0000	0.0000	0.2251	0.0000	0.0000	0.0000	0.0000
V2META13620_42_Calc_Hmm10_BMGE05	0 All_Taxa	80	0.0643	0.0202	0.0597	0.0371	0.0230	0.0528	0.0667	0.0116	0.0531	0.0752	0.0232	0.0397	0.0631	0.0198	0.0426	0.0714	0.1158	0.0313	0.0519	0.0776	0.3869	0.6131	0.4903	0.5097	0.1419	0.7470	0.1111	0.1661	0.0108	0.0050	0.0062	0.0079	0.0058	0.0070	0.0100	0.0033	0.0118	0.0121	0.0059	0.0074	0.0104	0.0057	0.0090	0.0114	0.0132	0.0065	0.0080	0.0085	0.0143	0.0143	0.0161	0.0161	0.0140	0.0229	0.0149	1320.29559	1501	0.99970	0.6786	0.0000	0.0000	0.3214	0.0000	0.0000	0.4403	0.0000	0.0000	0.0000	0.0000
V2META13621_42_Calc_Hmm10_BMGE05	0 All_Taxa	79	0.0755	0.0134	0.0514	0.0618	0.0239	0.0797	0.0158	0.0205	0.0608	0.0367	0.0386	0.0258	0.0977	0.0090	0.0675	0.0181	0.1751	0.0168	0.0783	0.0336	0.4891	0.5109	0.3618	0.6382	0.0525	0.9036	0.0439	0.1736	0.0120	0.0053	0.0090	0.0108	0.0071	0.0088	0.0049	0.0047	0.0107	0.0084	0.0083	0.0050	0.0144	0.0042	0.0181	0.0045	0.0159	0.0059	0.0117	0.0042	0.0213	0.0213	0.0189	0.0189	0.0085	0.0113	0.0060	821.936479999997	1482	1.00000	0.8219	0.0000	0.0000	0.1781	0.0000	0.0000	0.3306	0.0000	0.0000	0.0000	0.0000
V2META13624_42_Calc_Hmm10_BMGE05	0 All_Taxa	77	0.0869	0.0159	0.0503	0.0344	0.0354	0.0760	0.0378	0.0245	0.0677	0.0245	0.0245	0.0233	0.0706	0.0154	0.0621	0.0399	0.1256	0.0168	0.0977	0.0708	0.4922	0.5078	0.3869	0.6131	0.0623	0.8746	0.0632	0.1514	0.0152	0.0044	0.0065	0.0062	0.0055	0.0085	0.0078	0.0038	0.0073	0.0064	0.0059	0.0060	0.0106	0.0039	0.0123	0.0075	0.0122	0.0048	0.0094	0.0065	0.0204	0.0204	0.0229	0.0229	0.0107	0.0169	0.0099	1020.80699	1444	1.00000	0.7645	0.0000	0.0000	0.2355	0.0000	0.0000	0.3931	0.0000	0.0000	0.0000	0.0000
V2META13625_42_Calc_Hmm10_BMGE05	0 All_Taxa	80	0.0956	0.0306	0.0270	0.0345	0.0525	0.0513	0.0576	0.0049	0.0471	0.1086	0.0150	0.0431	0.0492	0.0155	0.0437	0.0683	0.1427	0.0581	0.0265	0.0282	0.3567	0.6433	0.5672	0.4328	0.1661	0.7224	0.1115	0.1672	0.0134	0.0056	0.0057	0.0080	0.0095	0.0066	0.0103	0.0022	0.0092	0.0139	0.0047	0.0064	0.0084	0.0071	0.0123	0.0090	0.0101	0.0103	0.0052	0.0091	0.0176	0.0176	0.0184	0.0184	0.0169	0.0187	0.0096	1174.42111	1501	1.00000	0.7352	0.0000	0.0000	0.2648	0.0000	0.0000	0.3937	0.0000	0.0000	0.0000	0.0000
V2META13628_42_Calc_Hmm10_BMGE05	0 All_Taxa	64	0.0428	0.0186	0.0513	0.0519	0.0308	0.0408	0.0977	0.0033	0.0525	0.0528	0.0186	0.0849	0.0661	0.0230	0.0437	0.0570	0.0967	0.0439	0.0920	0.0314	0.3286	0.6714	0.5541	0.4459	0.1505	0.7075	0.1419	0.1394	0.0102	0.0043	0.0064	0.0077	0.0062	0.0068	0.0118	0.0016	0.0088	0.0076	0.0054	0.0057	0.0073	0.0052	0.0091	0.0076	0.0072	0.0090	0.0072	0.0046	0.0136	0.0136	0.0136	0.0136	0.0135	0.0156	0.0069	975.68683	1197	1.00000	0.6979	0.0000	0.0000	0.3021	0.0000	0.0000	0.5395	0.0000	0.0000	0.0000	0.0000
V2META13630_42_Calc_Hmm10_BMGE05	0 All_Taxa	78	0.0771	0.0056	0.0691	0.0183	0.0344	0.0434	0.0927	0.0142	0.0267	0.0850	0.0226	0.0693	0.0429	0.0141	0.0495	0.1280	0.1021	0.0438	0.0187	0.0422	0.3264	0.6736	0.5616	0.4384	0.1778	0.6249	0.1974	0.1253	0.0094	0.0016	0.0066	0.0053	0.0061	0.0049	0.0086	0.0021	0.0066	0.0073	0.0049	0.0072	0.0079	0.0047	0.0075	0.0100	0.0075	0.0078	0.0039	0.0054	0.0121	0.0121	0.0098	0.0098	0.0071	0.0116	0.0095	641.7111	1463	1.00000	0.8815	0.0000	0.0000	0.1185	0.0000	0.0000	0.2911	0.0000	0.0000	0.0000	0.0000
V2META13631_42_Calc_Hmm10_BMGE05	0 All_Taxa	63	0.0460	0.0173	0.0908	0.0293	0.0417	0.0108	0.0623	0.0093	0.0543	0.0498	0.0152	0.0818	0.1050	0.0295	0.0821	0.0661	0.1173	0.0378	0.0227	0.0308	0.3234	0.6766	0.4808	0.5192	0.1121	0.7399	0.1480	0.1823	0.0138	0.0040	0.0122	0.0084	0.0097	0.0049	0.0117	0.0021	0.0098	0.0119	0.0055	0.0089	0.0134	0.0077	0.0125	0.0126	0.0123	0.0108	0.0051	0.0050	0.0166	0.0166	0.0231	0.0231	0.0114	0.0199	0.0135	764.4304	1178	1.00000	0.8284	0.0000	0.0000	0.1716	0.0000	0.0000	0.4619	0.0000	0.0000	0.0000	0.0000
