Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0340	0 All_Taxa	65	0.0873	0.0147	0.0625	0.0633	0.0339	0.0318	0.0331	0.0118	0.0614	0.0869	0.0201	0.0660	0.0724	0.0128	0.0753	0.0821	0.0955	0.0294	0.0374	0.0223	0.3497	0.6503	0.5154	0.4846	0.1199	0.7321	0.1480	0.1254	0.0099	0.0026	0.0073	0.0062	0.0061	0.0050	0.0056	0.0018	0.0073	0.0100	0.0054	0.0071	0.0086	0.0050	0.0072	0.0069	0.0085	0.0064	0.0052	0.0034	0.0149	0.0149	0.0148	0.0148	0.0086	0.0131	0.0080	495.03563	1216	1.00000	0.9485	0.0515	0.0000	0.0000	0.0713	0.0000	0.1193	0.0084	0.0338	0.0338	0.0464
Gene_0346	0 All_Taxa	55	0.0689	0.0223	0.0503	0.0566	0.0308	0.0414	0.0434	0.0044	0.0615	0.0562	0.0267	0.0582	0.0678	0.0272	0.0806	0.0507	0.1153	0.0368	0.0519	0.0489	0.3968	0.6032	0.4851	0.5149	0.0995	0.7916	0.1089	0.1222	0.0110	0.0040	0.0049	0.0079	0.0059	0.0042	0.0076	0.0014	0.0095	0.0083	0.0041	0.0046	0.0079	0.0038	0.0086	0.0053	0.0078	0.0055	0.0048	0.0049	0.0106	0.0106	0.0106	0.0106	0.0075	0.0097	0.0060	586.253629999999	1026	1.00000	0.8902	0.1096	0.0002	0.0000	0.1192	0.0003	0.3006	0.0000	0.0162	0.0195	0.0357
Gene_0348	0 All_Taxa	53	0.0813	0.0237	0.0649	0.0548	0.0447	0.0244	0.0486	0.0149	0.0736	0.0543	0.0238	0.0576	0.0619	0.0220	0.0414	0.0500	0.1297	0.0317	0.0502	0.0465	0.3878	0.6122	0.4854	0.5146	0.1029	0.7895	0.1076	0.1305	0.0094	0.0034	0.0046	0.0069	0.0085	0.0062	0.0077	0.0028	0.0067	0.0098	0.0048	0.0065	0.0077	0.0042	0.0077	0.0075	0.0079	0.0053	0.0072	0.0055	0.0158	0.0158	0.0176	0.0176	0.0064	0.0111	0.0079	812.428129999999	988	0.99999	0.7788	0.2212	0.0000	0.0000	0.2161	0.0000	0.4103	0.0000	0.0000	0.0020	0.0040
Gene_0352	0 All_Taxa	55	0.0832	0.0149	0.0649	0.0563	0.0364	0.0594	0.0467	0.0302	0.0664	0.0285	0.0331	0.0394	0.0877	0.0271	0.0743	0.0348	0.0984	0.0170	0.0731	0.0282	0.4206	0.5794	0.4268	0.5732	0.0752	0.8506	0.0742	0.0854	0.0060	0.0023	0.0030	0.0041	0.0051	0.0026	0.0035	0.0017	0.0043	0.0049	0.0046	0.0059	0.0066	0.0024	0.0058	0.0036	0.0058	0.0020	0.0089	0.0021	0.0160	0.0160	0.0171	0.0171	0.0060	0.0130	0.0075	513.28994	1026	1.00000	0.8711	0.1289	0.0000	0.0000	0.1408	0.0000	0.3155	0.0387	0.0874	0.0975	0.1126
Gene_0363	0 All_Taxa	36	0.1080	0.0248	0.1019	0.0478	0.0300	0.0243	0.0333	0.0078	0.0593	0.0600	0.0221	0.0497	0.0928	0.0226	0.0613	0.0563	0.0895	0.0277	0.0375	0.0434	0.3696	0.6304	0.4357	0.5643	0.0933	0.8007	0.1060	0.0974	0.0127	0.0036	0.0072	0.0037	0.0044	0.0038	0.0040	0.0018	0.0067	0.0086	0.0022	0.0037	0.0074	0.0018	0.0063	0.0041	0.0060	0.0030	0.0036	0.0032	0.0131	0.0131	0.0134	0.0134	0.0059	0.0090	0.0051	682.183179999999	665	0.31368	0.6609	0.3391	0.0000	0.0000	0.1726	0.0000	0.6601	0.0000	0.0069	0.0111	0.0208
Gene_0366	0 All_Taxa	45	0.0684	0.0145	0.0603	0.0561	0.0344	0.0322	0.0667	0.0132	0.0675	0.0690	0.0330	0.0544	0.0705	0.0222	0.0518	0.0730	0.0847	0.0516	0.0330	0.0434	0.3276	0.6724	0.5417	0.4583	0.1357	0.7368	0.1274	0.1007	0.0049	0.0040	0.0034	0.0048	0.0045	0.0042	0.0063	0.0033	0.0058	0.0150	0.0053	0.0041	0.0054	0.0031	0.0052	0.0048	0.0057	0.0041	0.0041	0.0030	0.0139	0.0139	0.0183	0.0183	0.0176	0.0219	0.0055	760.510059999998	836	0.97051	0.6534	0.3466	0.0000	0.0000	0.2090	0.0000	0.5800	0.0062	0.0186	0.0198	0.0223
Gene_0372	0 All_Taxa	56	0.0702	0.0157	0.0799	0.0549	0.0353	0.0278	0.0625	0.0128	0.0558	0.0538	0.0182	0.0503	0.1025	0.0238	0.0744	0.0579	0.0916	0.0267	0.0427	0.0430	0.3530	0.6470	0.4646	0.5354	0.1163	0.7755	0.1082	0.1454	0.0100	0.0044	0.0070	0.0079	0.0067	0.0043	0.0093	0.0026	0.0081	0.0093	0.0054	0.0046	0.0121	0.0048	0.0146	0.0079	0.0098	0.0056	0.0047	0.0059	0.0156	0.0156	0.0164	0.0164	0.0087	0.0110	0.0077	712.08444	1045	1.00000	0.8465	0.1534	0.0001	0.0000	0.1616	0.0001	0.3228	0.0099	0.0363	0.0462	0.0594
Gene_0379	0 All_Taxa	50	0.0569	0.0174	0.0583	0.0543	0.0478	0.0367	0.0566	0.0181	0.0894	0.0638	0.0151	0.0419	0.0679	0.0295	0.0594	0.0585	0.1182	0.0413	0.0409	0.0281	0.3367	0.6633	0.5371	0.4629	0.1203	0.7793	0.1003	0.1749	0.0110	0.0055	0.0115	0.0086	0.0090	0.0083	0.0099	0.0039	0.0122	0.0111	0.0053	0.0066	0.0110	0.0057	0.0109	0.0078	0.0137	0.0099	0.0059	0.0073	0.0226	0.0226	0.0187	0.0187	0.0110	0.0136	0.0084	927.9272	931	0.52227	0.8011	0.1989	0.0000	0.0000	0.1708	0.0000	0.4278	0.0072	0.0144	0.0180	0.0324
Gene_0380	0 All_Taxa	49	0.0739	0.0250	0.0286	0.0381	0.0397	0.0359	0.0605	0.0121	0.0684	0.0621	0.0301	0.0574	0.0572	0.0284	0.0440	0.0731	0.1245	0.0331	0.0584	0.0496	0.3925	0.6075	0.5217	0.4783	0.1226	0.7469	0.1305	0.1317	0.0105	0.0049	0.0071	0.0057	0.0065	0.0051	0.0068	0.0026	0.0082	0.0103	0.0060	0.0064	0.0050	0.0037	0.0084	0.0083	0.0100	0.0053	0.0064	0.0048	0.0191	0.0191	0.0191	0.0191	0.0102	0.0145	0.0075	846.770039999999	912	0.93939	0.8613	0.1387	0.0000	0.0000	0.1001	0.0000	0.3971	0.0145	0.0376	0.0549	0.1040
Gene_0384	0 All_Taxa	45	0.0680	0.0103	0.0588	0.0490	0.0300	0.0144	0.0831	0.0084	0.0526	0.0692	0.0252	0.0363	0.0847	0.0195	0.0881	0.0720	0.1157	0.0555	0.0319	0.0272	0.3645	0.6355	0.4920	0.5080	0.1524	0.7393	0.1083	0.1573	0.0112	0.0038	0.0093	0.0069	0.0049	0.0041	0.0103	0.0044	0.0105	0.0099	0.0063	0.0072	0.0104	0.0052	0.0102	0.0136	0.0115	0.0072	0.0069	0.0035	0.0187	0.0187	0.0219	0.0219	0.0090	0.0228	0.0160	580.35282	836	1.00000	0.8943	0.1057	0.0000	0.0000	0.0907	0.0000	0.4251	0.0345	0.0552	0.0828	0.0966
Gene_0390	0 All_Taxa	52	0.0780	0.0175	0.0433	0.0542	0.0323	0.0652	0.0188	0.0250	0.0704	0.0138	0.0305	0.0222	0.0779	0.0201	0.0684	0.0221	0.1667	0.0182	0.1066	0.0489	0.5241	0.4759	0.3547	0.6453	0.0325	0.9232	0.0443	0.1515	0.0127	0.0053	0.0063	0.0083	0.0052	0.0075	0.0054	0.0048	0.0093	0.0046	0.0063	0.0044	0.0115	0.0047	0.0114	0.0042	0.0170	0.0056	0.0125	0.0045	0.0151	0.0151	0.0165	0.0165	0.0072	0.0102	0.0059	783.164439999999	969	1.00000	0.8484	0.1516	0.0000	0.0000	0.1353	0.0000	0.3698	0.0000	0.0038	0.0115	0.0649
Gene_0394	0 All_Taxa	52	0.0613	0.0253	0.0270	0.0488	0.0438	0.0378	0.0695	0.0293	0.0664	0.0703	0.0166	0.0530	0.0574	0.0283	0.0385	0.0865	0.1339	0.0396	0.0400	0.0267	0.3463	0.6537	0.5693	0.4307	0.1398	0.7207	0.1395	0.1829	0.0158	0.0065	0.0059	0.0094	0.0101	0.0072	0.0109	0.0044	0.0122	0.0152	0.0045	0.0076	0.0088	0.0061	0.0088	0.0126	0.0139	0.0080	0.0099	0.0048	0.0188	0.0188	0.0198	0.0198	0.0191	0.0257	0.0124	947.705119999999	969	0.68160	0.6819	0.3181	0.0001	0.0000	0.1973	0.0001	0.4935	0.0031	0.0187	0.0249	0.0530
Gene_0395	0 All_Taxa	43	0.0583	0.0516	0.0305	0.0640	0.0369	0.0356	0.0450	0.0069	0.0924	0.0399	0.0228	0.0465	0.0727	0.0393	0.0451	0.0607	0.1260	0.0461	0.0519	0.0278	0.3388	0.6612	0.5580	0.4420	0.0849	0.8079	0.1073	0.1643	0.0140	0.0070	0.0069	0.0097	0.0082	0.0074	0.0101	0.0030	0.0108	0.0069	0.0053	0.0058	0.0103	0.0084	0.0070	0.0103	0.0112	0.0075	0.0090	0.0052	0.0186	0.0187	0.0208	0.0208	0.0124	0.0132	0.0102	734.91341	798	0.94586	0.8044	0.1956	0.0000	0.0000	0.1275	0.0000	0.5059	0.0050	0.0200	0.0500	0.0650
Gene_0401	0 All_Taxa	59	0.0802	0.0136	0.0431	0.0441	0.0513	0.0372	0.0455	0.0067	0.0714	0.0731	0.0349	0.0578	0.0631	0.0248	0.0501	0.0549	0.1281	0.0353	0.0533	0.0314	0.3847	0.6153	0.5091	0.4909	0.1187	0.7686	0.1127	0.1632	0.0102	0.0038	0.0069	0.0102	0.0075	0.0069	0.0080	0.0023	0.0124	0.0092	0.0072	0.0081	0.0090	0.0054	0.0106	0.0083	0.0138	0.0077	0.0071	0.0081	0.0152	0.0152	0.0159	0.0159	0.0094	0.0113	0.0087	786.314309999999	1102	1.00000	0.7990	0.2010	0.0000	0.0000	0.1348	0.0000	0.3265	0.0000	0.0000	0.0034	0.0034
Gene_0407	0 All_Taxa	60	0.0414	0.0124	0.0444	0.0700	0.0344	0.0403	0.0647	0.0094	0.0549	0.0676	0.0271	0.0702	0.0784	0.0227	0.0672	0.0810	0.0960	0.0244	0.0597	0.0340	0.3348	0.6652	0.5425	0.4575	0.1323	0.7165	0.1512	0.1918	0.0111	0.0071	0.0099	0.0110	0.0089	0.0085	0.0093	0.0035	0.0105	0.0123	0.0069	0.0091	0.0109	0.0089	0.0142	0.0099	0.0101	0.0078	0.0135	0.0084	0.0226	0.0226	0.0241	0.0241	0.0126	0.0161	0.0098	800.770750000001	1121	1.00000	0.9240	0.0760	0.0000	0.0000	0.0729	0.0000	0.2080	0.0189	0.0503	0.0440	0.0881
Gene_0408	0 All_Taxa	46	0.0758	0.0239	0.0368	0.0561	0.0316	0.0633	0.0365	0.0229	0.0578	0.0214	0.0233	0.0220	0.0902	0.0276	0.0695	0.0197	0.1559	0.0291	0.0934	0.0434	0.4841	0.5159	0.3889	0.6111	0.0579	0.9005	0.0417	0.1573	0.0160	0.0043	0.0057	0.0081	0.0069	0.0058	0.0053	0.0045	0.0080	0.0064	0.0050	0.0039	0.0138	0.0040	0.0133	0.0053	0.0173	0.0061	0.0107	0.0068	0.0218	0.0218	0.0233	0.0233	0.0065	0.0119	0.0072	897.26908	855	0.15341	0.7615	0.2385	0.0000	0.0000	0.1994	0.0000	0.4996	0.0239	0.0388	0.0358	0.0597
Gene_0411	0 All_Taxa	60	0.0846	0.0183	0.0508	0.0404	0.0377	0.0324	0.0697	0.0001	0.0558	0.0886	0.0229	0.0226	0.0795	0.0125	0.0848	0.0542	0.0956	0.0337	0.0603	0.0555	0.4038	0.5962	0.4659	0.5341	0.1583	0.7649	0.0768	0.0999	0.0077	0.0035	0.0041	0.0064	0.0042	0.0036	0.0061	0.0002	0.0081	0.0064	0.0034	0.0058	0.0063	0.0031	0.0064	0.0066	0.0047	0.0049	0.0034	0.0049	0.0097	0.0097	0.0097	0.0097	0.0066	0.0089	0.0073	329.170190000001	1121	1.00000	0.9501	0.0499	0.0000	0.0000	0.0512	0.0000	0.1856	0.0802	0.1337	0.1551	0.1818
Gene_0412	0 All_Taxa	53	0.0510	0.0254	0.0323	0.0501	0.0323	0.0204	0.0510	0.0158	0.0644	0.0627	0.0448	0.0650	0.0809	0.0492	0.0949	0.0762	0.1016	0.0353	0.0290	0.0177	0.3548	0.6452	0.5320	0.4680	0.1137	0.7452	0.1412	0.1814	0.0092	0.0076	0.0059	0.0085	0.0073	0.0060	0.0113	0.0028	0.0091	0.0172	0.0069	0.0081	0.0181	0.0083	0.0142	0.0100	0.0104	0.0101	0.0044	0.0056	0.0174	0.0174	0.0200	0.0200	0.0133	0.0173	0.0109	641.506050000002	988	1.00000	0.9227	0.0748	0.0025	0.0000	0.0738	0.0037	0.3014	0.0000	0.0000	0.0000	0.0368
Gene_0414	0 All_Taxa	61	0.0731	0.0314	0.0411	0.0582	0.0254	0.0183	0.0484	0.0481	0.0954	0.0416	0.0219	0.0742	0.1025	0.0432	0.0599	0.0414	0.0738	0.0339	0.0392	0.0289	0.3450	0.6550	0.5114	0.4886	0.0900	0.7944	0.1156	0.1664	0.0115	0.0065	0.0061	0.0080	0.0099	0.0059	0.0075	0.0035	0.0127	0.0112	0.0055	0.0073	0.0123	0.0088	0.0118	0.0105	0.0088	0.0068	0.0055	0.0058	0.0182	0.0182	0.0188	0.0188	0.0091	0.0159	0.0102	672.619190000001	1140	1.00000	0.8980	0.1020	0.0000	0.0000	0.1094	0.0000	0.2175	0.0000	0.0214	0.0160	0.0214
Gene_0415	0 All_Taxa	50	0.1248	0.0164	0.0676	0.0735	0.0396	0.0297	0.0399	0.0072	0.0518	0.0406	0.0231	0.0503	0.0856	0.0272	0.0868	0.0609	0.0904	0.0256	0.0235	0.0355	0.3914	0.6086	0.4555	0.5445	0.0806	0.8083	0.1112	0.1162	0.0114	0.0036	0.0053	0.0053	0.0056	0.0033	0.0056	0.0013	0.0056	0.0078	0.0042	0.0061	0.0071	0.0041	0.0104	0.0078	0.0089	0.0052	0.0038	0.0036	0.0107	0.0107	0.0102	0.0102	0.0066	0.0098	0.0056	568.68986	931	1.00000	0.9033	0.0967	0.0000	0.0000	0.0952	0.0000	0.3548	0.0135	0.0338	0.0338	0.0541
Gene_0443	0 All_Taxa	60	0.1003	0.0235	0.0833	0.0468	0.0295	0.0172	0.0390	0.0099	0.0405	0.0721	0.0240	0.0626	0.1232	0.0077	0.0853	0.0525	0.0776	0.0362	0.0375	0.0311	0.3658	0.6342	0.4276	0.5724	0.1110	0.7738	0.1151	0.1666	0.0109	0.0059	0.0063	0.0078	0.0081	0.0061	0.0083	0.0034	0.0090	0.0108	0.0068	0.0081	0.0184	0.0044	0.0155	0.0073	0.0099	0.0083	0.0068	0.0045	0.0180	0.0180	0.0153	0.0153	0.0093	0.0124	0.0095	596.178610000004	1121	1.00000	0.9320	0.0680	0.0000	0.0000	0.0964	0.0000	0.2011	0.0062	0.0309	0.0679	0.1111
Gene_0446	0 All_Taxa	51	0.0597	0.0275	0.0554	0.0596	0.0412	0.0318	0.0393	0.0064	0.0759	0.0476	0.0240	0.0537	0.0771	0.0202	0.0626	0.0503	0.1077	0.0535	0.0508	0.0559	0.3669	0.6331	0.5006	0.4994	0.0869	0.8091	0.1040	0.1293	0.0086	0.0045	0.0051	0.0075	0.0060	0.0032	0.0063	0.0026	0.0080	0.0081	0.0056	0.0085	0.0079	0.0050	0.0102	0.0079	0.0075	0.0065	0.0053	0.0054	0.0123	0.0123	0.0128	0.0128	0.0069	0.0116	0.0100	723.6683	950	1.00000	0.9182	0.0818	0.0000	0.0000	0.0751	0.0000	0.3310	0.0000	0.0105	0.0210	0.0280
Gene_0448	0 All_Taxa	51	0.0653	0.0289	0.0476	0.0563	0.0388	0.0407	0.0464	0.0057	0.0706	0.0517	0.0291	0.0489	0.0733	0.0292	0.0733	0.0573	0.1039	0.0360	0.0451	0.0519	0.3744	0.6256	0.5047	0.4953	0.0981	0.7957	0.1062	0.1458	0.0092	0.0064	0.0056	0.0081	0.0060	0.0051	0.0069	0.0017	0.0116	0.0066	0.0055	0.0058	0.0101	0.0058	0.0092	0.0074	0.0100	0.0079	0.0063	0.0108	0.0111	0.0111	0.0117	0.0117	0.0075	0.0122	0.0083	714.55275	950	1.00000	0.8237	0.1763	0.0000	0.0000	0.1099	0.0000	0.3999	0.0035	0.0210	0.0280	0.0280
Gene_0450	0 All_Taxa	44	0.1014	0.0265	0.0893	0.0639	0.0233	0.0361	0.0325	0.0353	0.0786	0.0375	0.0299	0.0352	0.0597	0.0135	0.0625	0.0078	0.1655	0.0218	0.0461	0.0338	0.4745	0.5255	0.3766	0.6234	0.0700	0.8871	0.0430	0.1286	0.0138	0.0050	0.0069	0.0081	0.0040	0.0045	0.0069	0.0049	0.0105	0.0058	0.0052	0.0040	0.0079	0.0030	0.0083	0.0028	0.0117	0.0048	0.0057	0.0046	0.0126	0.0126	0.0146	0.0146	0.0083	0.0101	0.0045	614.183429999998	817	1.00000	0.8639	0.1361	0.0000	0.0000	0.0901	0.0000	0.4570	0.0044	0.0133	0.0310	0.1018
Gene_0455	0 All_Taxa	48	0.0760	0.0191	0.0698	0.0628	0.0276	0.0438	0.0290	0.0250	0.0689	0.0395	0.0315	0.0320	0.0811	0.0090	0.0720	0.0265	0.1416	0.0358	0.0672	0.0419	0.4551	0.5449	0.3940	0.6060	0.0685	0.8730	0.0585	0.1126	0.0089	0.0036	0.0047	0.0062	0.0044	0.0052	0.0052	0.0028	0.0078	0.0044	0.0057	0.0040	0.0065	0.0027	0.0081	0.0045	0.0108	0.0042	0.0089	0.0042	0.0133	0.0133	0.0117	0.0117	0.0055	0.0064	0.0049	595.892180000001	893	1.00000	0.8261	0.1735	0.0004	0.0000	0.1479	0.0006	0.4335	0.0050	0.0151	0.0202	0.0252
Gene_0457	0 All_Taxa	59	0.0750	0.0135	0.0574	0.0521	0.0297	0.0346	0.0483	0.0013	0.0669	0.0685	0.0242	0.0462	0.0969	0.0160	0.0804	0.0613	0.1101	0.0365	0.0442	0.0366	0.3719	0.6281	0.4738	0.5262	0.1168	0.7756	0.1076	0.1401	0.0138	0.0053	0.0042	0.0079	0.0067	0.0048	0.0073	0.0017	0.0090	0.0094	0.0060	0.0064	0.0089	0.0042	0.0095	0.0081	0.0085	0.0063	0.0056	0.0063	0.0136	0.0136	0.0140	0.0140	0.0095	0.0113	0.0053	650.911290000002	1102	1.00000	0.9459	0.0541	0.0000	0.0000	0.0676	0.0000	0.2027	0.0175	0.0524	0.0655	0.1310
Gene_0470	0 All_Taxa	59	0.0863	0.0598	0.0485	0.0713	0.0284	0.0255	0.0427	0.0696	0.1218	0.0403	0.0044	0.0773	0.0880	0.0338	0.0579	0.0434	0.0398	0.0113	0.0273	0.0227	0.3080	0.6920	0.5556	0.4444	0.0830	0.7963	0.1207	0.1612	0.0126	0.0110	0.0068	0.0134	0.0076	0.0069	0.0070	0.0067	0.0128	0.0061	0.0031	0.0091	0.0098	0.0046	0.0122	0.0071	0.0100	0.0043	0.0056	0.0045	0.0196	0.0196	0.0190	0.0190	0.0076	0.0130	0.0090	659.74049	1102	1.00000	0.9181	0.0819	0.0000	0.0000	0.0859	0.0000	0.2261	0.0000	0.0170	0.0057	0.0170
Gene_0484	0 All_Taxa	48	0.0524	0.0131	0.0569	0.0398	0.0230	0.0531	0.0413	0.0056	0.0527	0.0944	0.0151	0.0554	0.0564	0.0304	0.0736	0.0820	0.1170	0.0348	0.0588	0.0443	0.3668	0.6332	0.5199	0.4801	0.1357	0.7269	0.1374	0.1248	0.0092	0.0041	0.0051	0.0058	0.0044	0.0070	0.0062	0.0019	0.0094	0.0078	0.0039	0.0064	0.0057	0.0038	0.0063	0.0094	0.0085	0.0060	0.0063	0.0075	0.0114	0.0114	0.0107	0.0107	0.0073	0.0142	0.0100	591.297839999998	893	1.00000	0.8330	0.1670	0.0000	0.0000	0.1629	0.0000	0.4288	0.0000	0.0098	0.0098	0.0163
Gene_0487	0 All_Taxa	56	0.0623	0.0261	0.0783	0.0346	0.0418	0.0552	0.0434	0.0154	0.0500	0.0610	0.0169	0.0531	0.0582	0.0456	0.0645	0.0634	0.0984	0.0297	0.0487	0.0532	0.3595	0.6405	0.5040	0.4960	0.1044	0.7791	0.1165	0.1403	0.0085	0.0049	0.0105	0.0065	0.0061	0.0085	0.0068	0.0029	0.0075	0.0089	0.0053	0.0055	0.0077	0.0064	0.0080	0.0068	0.0082	0.0068	0.0067	0.0080	0.0135	0.0135	0.0151	0.0151	0.0082	0.0128	0.0088	657.807450000001	1045	1.00000	0.8300	0.1700	0.0000	0.0000	0.1542	0.0000	0.3360	0.0133	0.0332	0.0432	0.0598
Gene_0498	0 All_Taxa	34	0.0933	0.0126	0.0754	0.0535	0.0332	0.0142	0.0843	0.0089	0.0665	0.0377	0.0152	0.0559	0.0784	0.0351	0.0542	0.0638	0.1213	0.0359	0.0309	0.0298	0.3535	0.6465	0.4927	0.5073	0.1220	0.7584	0.1197	0.1061	0.0079	0.0030	0.0052	0.0048	0.0052	0.0032	0.0068	0.0013	0.0077	0.0067	0.0027	0.0057	0.0065	0.0042	0.0083	0.0071	0.0078	0.0053	0.0034	0.0036	0.0074	0.0074	0.0099	0.0099	0.0061	0.0096	0.0076	553.18292	627	0.98435	0.7773	0.2227	0.0000	0.0000	0.1164	0.0000	0.6224	0.0036	0.0181	0.0217	0.0361
Gene_0503	0 All_Taxa	39	0.0633	0.0159	0.0735	0.0587	0.0290	0.0346	0.0724	0.0096	0.0633	0.0329	0.0227	0.0490	0.0768	0.0343	0.0492	0.0760	0.1051	0.0370	0.0601	0.0366	0.3466	0.6534	0.5030	0.4970	0.1053	0.7697	0.1250	0.1061	0.0067	0.0029	0.0058	0.0066	0.0054	0.0040	0.0048	0.0023	0.0087	0.0063	0.0034	0.0061	0.0073	0.0049	0.0070	0.0056	0.0061	0.0045	0.0040	0.0035	0.0102	0.0102	0.0113	0.0113	0.0065	0.0108	0.0067	579.339459999999	722	0.99997	0.8589	0.1411	0.0000	0.0000	0.0954	0.0000	0.5215	0.0000	0.0302	0.0336	0.0805
Gene_0511	0 All_Taxa	62	0.0668	0.0257	0.0254	0.0675	0.0311	0.0300	0.0628	0.0103	0.0666	0.0478	0.0193	0.0388	0.0603	0.0252	0.0606	0.0610	0.1721	0.0505	0.0331	0.0452	0.4073	0.5927	0.5070	0.4930	0.1106	0.7896	0.0998	0.0878	0.0055	0.0034	0.0025	0.0057	0.0054	0.0033	0.0029	0.0020	0.0062	0.0046	0.0029	0.0044	0.0056	0.0031	0.0058	0.0049	0.0053	0.0090	0.0024	0.0032	0.0072	0.0072	0.0095	0.0095	0.0051	0.0058	0.0029	293.754010000002	1159	1.00000	0.9693	0.0305	0.0002	0.0000	0.0366	0.0003	0.1415	0.1265	0.1621	0.1739	0.1976
Gene_0513	0 All_Taxa	56	0.0875	0.0367	0.0557	0.0513	0.0287	0.0380	0.0538	0.0092	0.0828	0.0505	0.0235	0.0480	0.0808	0.0314	0.0563	0.0437	0.0950	0.0313	0.0419	0.0540	0.3674	0.6326	0.4961	0.5039	0.1043	0.8040	0.0917	0.1431	0.0119	0.0064	0.0070	0.0088	0.0066	0.0057	0.0070	0.0024	0.0121	0.0085	0.0052	0.0074	0.0098	0.0050	0.0086	0.0056	0.0084	0.0048	0.0060	0.0065	0.0152	0.0152	0.0141	0.0141	0.0095	0.0092	0.0079	728.13021	1045	1.00000	0.8543	0.1457	0.0000	0.0000	0.1514	0.0000	0.3165	0.0060	0.0090	0.0149	0.0418
Gene_0519	0 All_Taxa	56	0.0742	0.0174	0.0391	0.0508	0.0329	0.0237	0.0672	0.0060	0.0562	0.0833	0.0228	0.0533	0.0788	0.0185	0.0619	0.0704	0.1149	0.0449	0.0499	0.0337	0.3634	0.6366	0.5187	0.4813	0.1506	0.7257	0.1237	0.1332	0.0099	0.0035	0.0041	0.0077	0.0072	0.0037	0.0075	0.0013	0.0084	0.0111	0.0041	0.0071	0.0091	0.0039	0.0094	0.0082	0.0106	0.0064	0.0051	0.0049	0.0154	0.0154	0.0155	0.0155	0.0111	0.0157	0.0080	706.48724	1045	1.00000	0.8583	0.1415	0.0002	0.0000	0.1261	0.0003	0.3134	0.0231	0.0259	0.0288	0.0490
Gene_0524	0 All_Taxa	49	0.0672	0.0273	0.0516	0.0536	0.0349	0.0406	0.0608	0.0077	0.0603	0.0677	0.0249	0.0515	0.0745	0.0195	0.0673	0.0603	0.1030	0.0478	0.0341	0.0453	0.3495	0.6505	0.5244	0.4756	0.1285	0.7597	0.1118	0.1315	0.0092	0.0040	0.0061	0.0073	0.0057	0.0038	0.0077	0.0035	0.0086	0.0095	0.0040	0.0059	0.0083	0.0043	0.0081	0.0081	0.0084	0.0066	0.0054	0.0070	0.0138	0.0138	0.0132	0.0132	0.0127	0.0111	0.0083	815.435019999999	912	0.99010	0.7036	0.2964	0.0000	0.0000	0.2463	0.0000	0.5075	0.0000	0.0031	0.0062	0.0093
Gene_0529	0 All_Taxa	62	0.0544	0.0157	0.0798	0.0508	0.0395	0.0432	0.0623	0.0210	0.0463	0.0497	0.0240	0.0711	0.0550	0.0377	0.0485	0.0456	0.1002	0.0462	0.0590	0.0501	0.3572	0.6428	0.5080	0.4920	0.1120	0.7714	0.1166	0.1295	0.0086	0.0056	0.0061	0.0074	0.0064	0.0050	0.0073	0.0039	0.0065	0.0086	0.0051	0.0071	0.0067	0.0061	0.0070	0.0076	0.0068	0.0059	0.0051	0.0063	0.0134	0.0134	0.0119	0.0119	0.0084	0.0143	0.0089	484.81987	1159	1.00000	0.9014	0.0986	0.0000	0.0000	0.1158	0.0000	0.2016	0.0199	0.0359	0.0319	0.0398
Gene_0536	0 All_Taxa	53	0.0628	0.0242	0.0374	0.0423	0.0360	0.0395	0.0587	0.0039	0.0586	0.0577	0.0264	0.0547	0.0728	0.0251	0.0614	0.0712	0.1357	0.0594	0.0431	0.0292	0.3625	0.6375	0.5273	0.4727	0.1164	0.7577	0.1259	0.0855	0.0086	0.0030	0.0029	0.0053	0.0037	0.0031	0.0042	0.0009	0.0072	0.0046	0.0035	0.0038	0.0053	0.0024	0.0056	0.0049	0.0064	0.0039	0.0043	0.0023	0.0084	0.0084	0.0095	0.0095	0.0040	0.0061	0.0048	602.935600000001	988	1.00000	0.8853	0.1146	0.0000	0.0000	0.1199	0.0000	0.3297	0.0094	0.0156	0.0156	0.0156
