Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
srp54	0 All_Taxa	72	0.0746	0.0126	0.0835	0.0458	0.0422	0.0153	0.0410	0.0039	0.0531	0.0877	0.0555	0.0577	0.0711	0.0132	0.0629	0.0611	0.0833	0.0604	0.0464	0.0286	0.3552	0.6448	0.4902	0.5098	0.1287	0.7525	0.1188	0.0822	0.0069	0.0021	0.0045	0.0043	0.0058	0.0021	0.0040	0.0008	0.0052	0.0045	0.0060	0.0042	0.0059	0.0026	0.0052	0.0043	0.0036	0.0052	0.0031	0.0025	0.0065	0.0065	0.0079	0.0079	0.0039	0.0063	0.0041	467.718780000001	1349	1.00000	0.9405	0.0013	0.0000	0.0581	0.0020	0.0000	0.1205	0.0000	0.0000	0.0000	0.0000
rps11	0 All_Taxa	74	0.0291	0.0232	0.0609	0.0627	0.0432	0.0379	0.1004	0.0010	0.0411	0.1329	0.0173	0.0333	0.0937	0.0265	0.0642	0.0330	0.0578	0.0413	0.0639	0.0367	0.2700	0.7300	0.5754	0.4246	0.2333	0.7004	0.0663	0.1285	0.0080	0.0035	0.0031	0.0072	0.0069	0.0055	0.0081	0.0017	0.0075	0.0095	0.0055	0.0053	0.0115	0.0047	0.0101	0.0048	0.0087	0.0082	0.0062	0.0026	0.0146	0.0146	0.0110	0.0110	0.0067	0.0082	0.0044	379.84317	1387	1.00000	0.9799	0.0003	0.0000	0.0198	0.0006	0.0000	0.0583	0.1630	0.2593	0.2889	0.3259
rpl19a	0 All_Taxa	74	0.0866	0.0082	0.0425	0.0227	0.0537	0.0227	0.1565	0.0113	0.0447	0.1524	0.0342	0.0266	0.0487	0.0327	0.0545	0.0541	0.0875	0.0338	0.0096	0.0172	0.3007	0.6993	0.6082	0.3918	0.3089	0.6104	0.0807	0.1267	0.0095	0.0030	0.0039	0.0056	0.0076	0.0048	0.0127	0.0005	0.0091	0.0107	0.0071	0.0043	0.0100	0.0053	0.0067	0.0053	0.0075	0.0078	0.0047	0.0008	0.0111	0.0111	0.0110	0.0110	0.0083	0.0105	0.0052	425.374519999999	1387	1.00000	0.9745	0.0005	0.0000	0.0250	0.0009	0.0000	0.0635	0.0452	0.1186	0.1186	0.1356
rpl24	0 All_Taxa	76	0.0701	0.0157	0.0547	0.0459	0.0442	0.0334	0.1280	0.0094	0.0433	0.1576	0.0236	0.0188	0.0484	0.0226	0.0505	0.0604	0.0621	0.0484	0.0363	0.0265	0.2786	0.7214	0.6183	0.3817	0.2856	0.6352	0.0792	0.3044	0.0096	0.0032	0.0037	0.0100	0.0079	0.0052	0.0074	0.0008	0.0070	0.0083	0.0062	0.0053	0.0067	0.0056	0.0061	0.0065	0.0085	0.0070	0.0065	0.0020	0.0196	0.0196	0.0172	0.0172	0.0104	0.0126	0.0083	1648.64006000001	1425	0.000031696	0.9914	0.0003	0.0000	0.0083	0.0005	0.0000	0.0645	0.0536	0.2500	0.2500	0.2589
rpl36	0 All_Taxa	73	0.0584	0.0146	0.0699	0.0384	0.0137	0.0160	0.1525	0.0004	0.0226	0.1872	0.0286	0.0295	0.0783	0.0304	0.0413	0.0625	0.0844	0.0237	0.0336	0.0140	0.2607	0.7393	0.5911	0.4089	0.3397	0.5683	0.0920	0.1979	0.0142	0.0079	0.0103	0.0116	0.0069	0.0050	0.0155	0.0007	0.0131	0.0172	0.0094	0.0067	0.0156	0.0086	0.0125	0.0072	0.0136	0.0118	0.0074	0.0023	0.0184	0.0184	0.0220	0.0220	0.0133	0.0146	0.0034	607.9053	1368	1.00000	0.9902	0.0009	0.0000	0.0089	0.0016	0.0000	0.0612	0.0779	0.2468	0.2727	0.4416
psma	0 All_Taxa	68	0.0926	0.0120	0.0616	0.0626	0.0252	0.0367	0.0622	0.0049	0.0530	0.0744	0.0137	0.0524	0.0962	0.0219	0.0588	0.0923	0.0812	0.0408	0.0299	0.0277	0.3089	0.6911	0.5333	0.4667	0.1365	0.7188	0.1447	0.422600000000001	0.0018	0.0007	0.0014	0.0018	0.0015	0.0012	0.0016	0.0003	0.0022	0.0016	0.0011	0.0013	0.0020	0.0010	0.0020	0.0023	0.0015	0.0011	0.0009	0.0010	0.0106	0.0106	0.0092	0.0092	0.0079	0.0115	0.0059	13359.4623799999	1273	0	0.9852	0.0006	0.0000	0.0142	0.0006	0.0000	1.9033	0.0256	0.0385	0.0427	0.0171
nsf2	0 All_Taxa	70	0.0788	0.0157	0.0685	0.0413	0.0358	0.0170	0.0707	0.0031	0.0494	0.0632	0.0262	0.0733	0.0745	0.0149	0.0747	0.0800	0.0907	0.0298	0.0399	0.0525	0.3659	0.6341	0.4911	0.5089	0.1339	0.7128	0.1533	0.1179	0.0021	0.0007	0.0011	0.0014	0.0012	0.0008	0.0013	0.0003	0.0022	0.0014	0.0011	0.0017	0.0020	0.0007	0.0017	0.0016	0.0016	0.0009	0.0011	0.0011	0.0062	0.0062	0.0050	0.0050	0.0024	0.0036	0.0026	1671.67231	1311	0.000000000041697	0.9734	0.0002	0.0000	0.0264	0.0002	0.0000	0.5033	0.1777	0.2581	0.2762	0.3039
vatpased	0 All_Taxa	71	0.0843	0.0048	0.0517	0.0608	0.0388	0.0218	0.0659	0.0014	0.0520	0.1134	0.0269	0.0415	0.0689	0.0129	0.0750	0.0764	0.1023	0.0420	0.0440	0.0154	0.3492	0.6508	0.5302	0.4698	0.1793	0.7029	0.1179	0.1216	0.0080	0.0024	0.0044	0.0083	0.0073	0.0055	0.0068	0.0019	0.0083	0.0065	0.0057	0.0054	0.0069	0.0040	0.0089	0.0083	0.0078	0.0075	0.0054	0.0023	0.0132	0.0132	0.0112	0.0112	0.0059	0.0101	0.0071	517.756299999998	1330	1.00000	0.9707	0.0008	0.0000	0.0285	0.0014	0.0000	0.1050	0.0049	0.0246	0.0345	0.0493
psmb	0 All_Taxa	66	0.0772	0.0143	0.1026	0.0599	0.0404	0.0591	0.0525	0.0157	0.0728	0.0436	0.0264	0.0635	0.0812	0.0129	0.0653	0.0373	0.0849	0.0215	0.0400	0.0290	0.3385	0.6615	0.4777	0.5223	0.0960	0.8032	0.1008	0.527099999999999	0.0019	0.0013	0.0016	0.0020	0.0019	0.0022	0.0019	0.0004	0.0027	0.0017	0.0019	0.0018	0.0023	0.0011	0.0029	0.0018	0.0025	0.0015	0.0021	0.0011	0.0147	0.0147	0.0122	0.0122	0.0066	0.0107	0.0078	16795.7389	1235	0	0.9928	0.0002	0.0000	0.0070	0.0002	0.0000	3.1100	0.0222	0.0722	0.0889	0.0444
psmb	0 All_Taxa	66	0.0772	0.0143	0.1026	0.0599	0.0404	0.0591	0.0525	0.0157	0.0728	0.0436	0.0264	0.0635	0.0812	0.0129	0.0653	0.0373	0.0849	0.0215	0.0400	0.0290	0.3385	0.6615	0.4777	0.5223	0.0960	0.8032	0.1008	0.527099999999999	0.0019	0.0013	0.0016	0.0020	0.0019	0.0022	0.0019	0.0004	0.0027	0.0017	0.0019	0.0018	0.0023	0.0011	0.0029	0.0018	0.0025	0.0015	0.0021	0.0011	0.0147	0.0147	0.0122	0.0122	0.0066	0.0107	0.0078	16795.7389	1235	0	0.9928	0.0002	0.0000	0.0070	0.0002	0.0000	3.1100	0.0222	0.0722	0.0889	0.0444
vate	0 All_Taxa	71	0.0659	0.0119	0.0411	0.0359	0.0417	0.0198	0.0638	0.0001	0.0481	0.1030	0.0301	0.0517	0.0615	0.0125	0.0665	0.1106	0.1100	0.0810	0.0282	0.0167	0.3174	0.6826	0.5800	0.4200	0.1668	0.6710	0.1623	0.1587	0.0124	0.0046	0.0068	0.0098	0.0072	0.0046	0.0089	0.0002	0.0117	0.0108	0.0073	0.0062	0.0118	0.0045	0.0077	0.0114	0.0103	0.0119	0.0048	0.0057	0.0145	0.0145	0.0151	0.0151	0.0096	0.0179	0.0100	843.683699999996	1330	1.00000	0.9515	0.0012	0.0000	0.0473	0.0018	0.0000	0.1227	0.0000	0.0000	0.0000	0.0000
crfg	0 All_Taxa	73	0.0578	0.0125	0.0391	0.0512	0.0417	0.0426	0.0708	0.0043	0.0412	0.0890	0.0291	0.0696	0.0631	0.0299	0.0708	0.0641	0.1000	0.0452	0.0339	0.0442	0.3401	0.6599	0.5577	0.4423	0.1597	0.7066	0.1337	0.1024	0.0060	0.0019	0.0043	0.0059	0.0056	0.0037	0.0067	0.0013	0.0060	0.0087	0.0051	0.0049	0.0068	0.0030	0.0081	0.0060	0.0073	0.0046	0.0035	0.0031	0.0092	0.0092	0.0097	0.0097	0.0080	0.0113	0.0064	632.59074	1368	1.00000	0.9505	0.0020	0.0000	0.0474	0.0022	0.0000	0.0988	0.0000	0.0000	0.0000	0.0000
suca	0 All_Taxa	75	0.0932	0.0234	0.1397	0.0639	0.0316	0.0165	0.0307	0.0005	0.0432	0.0638	0.0237	0.0331	0.0749	0.0281	0.0928	0.0578	0.0573	0.0395	0.0275	0.0589	0.3539	0.6461	0.4315	0.5685	0.0944	0.8147	0.0909	0.1023	0.0089	0.0036	0.0064	0.0052	0.0058	0.0026	0.0050	0.0009	0.0066	0.0077	0.0049	0.0048	0.0069	0.0041	0.0059	0.0053	0.0054	0.0059	0.0032	0.0031	0.0106	0.0106	0.0089	0.0089	0.0064	0.0084	0.0064	506.625780000001	1406	1.00000	0.9791	0.0005	0.0000	0.0204	0.0009	0.0000	0.0463	0.0801	0.1324	0.1359	0.1777
psmb	0 All_Taxa	66	0.0772	0.0143	0.1026	0.0599	0.0404	0.0591	0.0525	0.0157	0.0728	0.0436	0.0264	0.0635	0.0812	0.0129	0.0653	0.0373	0.0849	0.0215	0.0400	0.0290	0.3385	0.6615	0.4777	0.5223	0.0960	0.8032	0.1008	0.527099999999999	0.0019	0.0013	0.0016	0.0020	0.0019	0.0022	0.0019	0.0004	0.0027	0.0017	0.0019	0.0018	0.0023	0.0011	0.0029	0.0018	0.0025	0.0015	0.0021	0.0011	0.0147	0.0147	0.0122	0.0122	0.0066	0.0107	0.0078	16795.7389	1235	0	0.9928	0.0002	0.0000	0.0070	0.0002	0.0000	3.1100	0.0222	0.0722	0.0889	0.0444
u2snrnp	0 All_Taxa	69	0.0460	0.0513	0.0577	0.0364	0.0688	0.0516	0.0676	0.0068	0.0427	0.0547	0.0191	0.0560	0.0534	0.0335	0.0419	0.1059	0.0713	0.0328	0.0710	0.0315	0.2877	0.7123	0.6012	0.3988	0.1223	0.7158	0.1619	0.1053	0.0055	0.0030	0.0040	0.0062	0.0058	0.0067	0.0088	0.0014	0.0048	0.0062	0.0042	0.0058	0.0049	0.0039	0.0059	0.0091	0.0057	0.0057	0.0055	0.0025	0.0081	0.0081	0.0092	0.0092	0.0045	0.0118	0.0086	271.488400000001	1292	1.00000	0.9777	0.0014	0.0000	0.0209	0.0023	0.0000	0.1239	0.1411	0.2515	0.2515	0.3374
rps13a	0 All_Taxa	73	0.0785	0.0032	0.0557	0.0414	0.0194	0.0415	0.0908	0.0134	0.0804	0.1211	0.0181	0.0381	0.0626	0.0310	0.0714	0.0372	0.1127	0.0210	0.0115	0.0512	0.3568	0.6432	0.5250	0.4750	0.2118	0.7129	0.0752	0.1183	0.0092	0.0038	0.0059	0.0072	0.0045	0.0053	0.0068	0.0010	0.0104	0.0080	0.0061	0.0048	0.0060	0.0043	0.0080	0.0049	0.0083	0.0047	0.0048	0.0046	0.0108	0.0108	0.0112	0.0112	0.0050	0.0068	0.0040	438.4558	1368	1.00000	0.9862	0.0001	0.0000	0.0137	0.0002	0.0000	0.0650	0.1192	0.2848	0.3245	0.3974
w09c	0 All_Taxa	72	0.0598	0.0086	0.0664	0.0570	0.0387	0.0260	0.0764	0.0119	0.0299	0.1589	0.0286	0.0206	0.0877	0.0319	0.0425	0.0699	0.0703	0.0372	0.0258	0.0518	0.2907	0.7093	0.5551	0.4449	0.2354	0.6741	0.0905	0.1001	0.0065	0.0028	0.0049	0.0047	0.0040	0.0049	0.0070	0.0006	0.0056	0.0058	0.0048	0.0040	0.0072	0.0048	0.0087	0.0062	0.0053	0.0055	0.0039	0.0028	0.0110	0.0110	0.0088	0.0088	0.0060	0.0083	0.0050	432.708150000001	1349	1.00000	0.9859	0.0004	0.0000	0.0137	0.0007	0.0000	0.0781	0.1484	0.2500	0.2852	0.3281
rpl9	0 All_Taxa	73	0.0430	0.0169	0.0596	0.0664	0.0553	0.0279	0.0682	0.0059	0.0596	0.0942	0.0276	0.0415	0.1147	0.0241	0.0856	0.0551	0.0701	0.0257	0.0374	0.0212	0.2907	0.7093	0.5350	0.4650	0.1625	0.7409	0.0966	0.1537	0.0066	0.0044	0.0060	0.0109	0.0109	0.0056	0.0099	0.0010	0.0091	0.0098	0.0057	0.0070	0.0130	0.0053	0.0112	0.0076	0.0109	0.0070	0.0060	0.0050	0.0157	0.0157	0.0137	0.0137	0.0102	0.0115	0.0062	534.388019999999	1368	1.00000	0.9772	0.0007	0.0000	0.0221	0.0012	0.0000	0.0736	0.0289	0.0925	0.1214	0.1792
mra1	0 All_Taxa	71	0.0597	0.0317	0.0558	0.0499	0.0413	0.0227	0.0499	0.0059	0.0542	0.0780	0.0254	0.0397	0.0821	0.0410	0.0780	0.0465	0.1240	0.0318	0.0315	0.0508	0.3753	0.6247	0.4868	0.5132	0.1280	0.7858	0.0862	0.1385	0.0101	0.0042	0.0061	0.0084	0.0084	0.0052	0.0070	0.0012	0.0092	0.0088	0.0056	0.0055	0.0103	0.0070	0.0108	0.0067	0.0072	0.0072	0.0060	0.0035	0.0131	0.0131	0.0148	0.0148	0.0095	0.0128	0.0072	488.374309999999	1330	1.00000	0.9628	0.0008	0.0000	0.0364	0.0014	0.0000	0.1122	0.0168	0.0391	0.0503	0.0615
rrp46	0 All_Taxa	72	0.0960	0.0339	0.0641	0.0479	0.0358	0.0316	0.0649	0.0006	0.0629	0.0468	0.0286	0.0635	0.0655	0.0219	0.0665	0.0607	0.0962	0.0463	0.0292	0.0372	0.3543	0.6457	0.5161	0.4839	0.1117	0.7641	0.1242	0.1679	0.0131	0.0067	0.0070	0.0083	0.0071	0.0079	0.0102	0.0010	0.0099	0.0115	0.0071	0.0068	0.0120	0.0054	0.0124	0.0068	0.0131	0.0083	0.0070	0.0067	0.0186	0.0186	0.0193	0.0193	0.0092	0.0122	0.0078	737.173060000002	1349	1.00000	0.9403	0.0002	0.0000	0.0595	0.0003	0.0000	0.1207	0.0000	0.0000	0.0000	0.0000
if2g	0 All_Taxa	73	0.0682	0.0256	0.0862	0.0457	0.0354	0.0191	0.0563	0.0047	0.0569	0.0737	0.0159	0.0453	0.0870	0.0195	0.0947	0.0574	0.0988	0.0407	0.0229	0.0459	0.3512	0.6488	0.4755	0.5245	0.1300	0.7673	0.1027	0.077	0.0033	0.0033	0.0031	0.0047	0.0042	0.0019	0.0051	0.0008	0.0042	0.0056	0.0025	0.0041	0.0054	0.0027	0.0061	0.0047	0.0053	0.0038	0.0032	0.0032	0.0070	0.0070	0.0057	0.0057	0.0055	0.0072	0.0032	352.861839999998	1368	1.00000	0.9538	0.0010	0.0000	0.0452	0.0016	0.0000	0.0957	0.0000	0.0000	0.0000	0.0000
cct	0 All_Taxa	68	0.0943	0.0187	0.0581	0.0600	0.0362	0.0110	0.0460	0.0000	0.0705	0.0738	0.0262	0.0579	0.0957	0.0167	0.0856	0.0648	0.1068	0.0328	0.0162	0.0287	0.3578	0.6422	0.4884	0.5116	0.1198	0.7575	0.1227	0.2701	0.0013	0.0006	0.0007	0.0010	0.0009	0.0004	0.0009	0.0000	0.0009	0.0009	0.0007	0.0009	0.0011	0.0005	0.0012	0.0009	0.0010	0.0008	0.0005	0.0003	0.0061	0.0061	0.0052	0.0052	0.0032	0.0048	0.0025	13878.37603	1273	0	0.9930	0.0014	0.0000	0.0056	0.0010	0.0000	2.8833	0.0484	0.0645	0.0665	0.0544
sra	0 All_Taxa	71	0.0816	0.0155	0.0639	0.0605	0.0436	0.0242	0.0414	0.0055	0.0489	0.0684	0.0237	0.0677	0.1015	0.0127	0.0673	0.0443	0.1270	0.0379	0.0431	0.0215	0.3696	0.6304	0.4649	0.5351	0.1098	0.7783	0.1119	0.108	0.0087	0.0023	0.0043	0.0064	0.0050	0.0034	0.0059	0.0012	0.0095	0.0058	0.0042	0.0058	0.0078	0.0034	0.0089	0.0053	0.0083	0.0054	0.0040	0.0022	0.0114	0.0114	0.0106	0.0106	0.0058	0.0090	0.0059	527.350739999999	1330	1.00000	0.9239	0.0008	0.0000	0.0753	0.0014	0.0000	0.1481	0.0000	0.0000	0.0000	0.0000
rps4	0 All_Taxa	76	0.0487	0.0103	0.0784	0.0644	0.0326	0.0269	0.0931	0.0054	0.0368	0.0985	0.0228	0.0578	0.0845	0.0379	0.0767	0.0374	0.0830	0.0117	0.0401	0.0529	0.3296	0.6704	0.5076	0.4924	0.1916	0.7132	0.0952	0.1193	0.0074	0.0039	0.0055	0.0073	0.0060	0.0047	0.0068	0.0019	0.0087	0.0073	0.0054	0.0042	0.0115	0.0057	0.0092	0.0038	0.0077	0.0041	0.0038	0.0044	0.0121	0.0121	0.0104	0.0104	0.0068	0.0073	0.0034	521.603439999999	1425	1.00000	0.9806	0.0003	0.0000	0.0192	0.0005	0.0000	0.0322	0.0278	0.0794	0.0873	0.1706
psmb	0 All_Taxa	66	0.0772	0.0143	0.1026	0.0599	0.0404	0.0591	0.0525	0.0157	0.0728	0.0436	0.0264	0.0635	0.0812	0.0129	0.0653	0.0373	0.0849	0.0215	0.0400	0.0290	0.3385	0.6615	0.4777	0.5223	0.0960	0.8032	0.1008	0.527099999999999	0.0019	0.0013	0.0016	0.0020	0.0019	0.0022	0.0019	0.0004	0.0027	0.0017	0.0019	0.0018	0.0023	0.0011	0.0029	0.0018	0.0025	0.0015	0.0021	0.0011	0.0147	0.0147	0.0122	0.0122	0.0066	0.0107	0.0078	16795.7389	1235	0	0.9928	0.0002	0.0000	0.0070	0.0002	0.0000	3.1100	0.0222	0.0722	0.0889	0.0444
rps20	0 All_Taxa	74	0.0305	0.0214	0.0510	0.0976	0.0187	0.0075	0.0925	0.0111	0.0738	0.1066	0.0186	0.0412	0.0892	0.0200	0.1080	0.0715	0.0638	0.0180	0.0090	0.0501	0.2911	0.7089	0.5687	0.4313	0.1990	0.6882	0.1128	0.1354	0.0054	0.0034	0.0031	0.0084	0.0105	0.0057	0.0113	0.0016	0.0074	0.0078	0.0042	0.0064	0.0096	0.0044	0.0104	0.0102	0.0079	0.0081	0.0061	0.0035	0.0115	0.0115	0.0094	0.0094	0.0100	0.0161	0.0083	440.20193	1387	1.00000	0.9897	0.0006	0.0000	0.0098	0.0011	0.0000	0.0489	0.1340	0.2784	0.3196	0.3196
rps29	0 All_Taxa	72	0.0257	0.0749	0.1094	0.0093	0.0584	0.0563	0.1240	0.0182	0.0664	0.0762	0.0267	0.0213	0.0337	0.0615	0.0545	0.0132	0.0397	0.0436	0.0521	0.0350	0.2518	0.7482	0.6050	0.3950	0.2002	0.7653	0.0345	0.2138	0.0117	0.0053	0.0111	0.0103	0.0149	0.0109	0.0150	0.0014	0.0152	0.0134	0.0099	0.0063	0.0130	0.0110	0.0089	0.0096	0.0088	0.0172	0.0117	0.0086	0.0197	0.0197	0.0192	0.0192	0.0134	0.0185	0.0090	457.5016	1349	1.00000	0.9918	0.0000	0.0000	0.0082	0.0000	0.0000	0.0726	0.1481	0.3333	0.3519	0.3704
rpl18	0 All_Taxa	75	0.0721	0.0132	0.0716	0.0532	0.0290	0.0238	0.1474	0.0001	0.0515	0.0959	0.0231	0.0323	0.0768	0.0264	0.0443	0.0309	0.0970	0.0250	0.0383	0.0482	0.3230	0.6770	0.5286	0.4714	0.2433	0.6935	0.0632	0.1463	0.0099	0.0048	0.0060	0.0083	0.0091	0.0047	0.0112	0.0002	0.0101	0.0113	0.0052	0.0063	0.0100	0.0069	0.0088	0.0060	0.0089	0.0071	0.0055	0.0056	0.0156	0.0156	0.0134	0.0134	0.0115	0.0129	0.0071	542.28349	1406	1.00000	0.9684	0.0014	0.0000	0.0302	0.0021	0.0000	0.0567	0.0241	0.0783	0.0843	0.1024
tribe942	0 All_Taxa	73	0.0712	0.0273	0.0674	0.0741	0.0507	0.0345	0.0474	0.0058	0.0336	0.0543	0.0400	0.0587	0.0645	0.0211	0.0551	0.0680	0.0853	0.0281	0.0374	0.0754	0.3703	0.6297	0.4978	0.5022	0.1018	0.7716	0.1267	0.13	0.0095	0.0041	0.0070	0.0079	0.0077	0.0050	0.0059	0.0016	0.0076	0.0090	0.0061	0.0061	0.0073	0.0041	0.0091	0.0065	0.0072	0.0050	0.0058	0.0076	0.0100	0.0100	0.0117	0.0117	0.0083	0.0100	0.0065	476.362630000001	1368	1.00000	0.9803	0.0002	0.0000	0.0196	0.0004	0.0000	0.0707	0.1214	0.2621	0.2718	0.4320
rpl21	0 All_Taxa	74	0.0438	0.0089	0.0854	0.0440	0.0455	0.0414	0.1134	0.0004	0.0294	0.1292	0.0170	0.0309	0.1001	0.0477	0.0587	0.0447	0.0417	0.0254	0.0426	0.0498	0.2540	0.7460	0.5605	0.4395	0.2426	0.6818	0.0756	0.1615	0.0104	0.0038	0.0067	0.0082	0.0068	0.0065	0.0115	0.0007	0.0058	0.0150	0.0055	0.0068	0.0112	0.0089	0.0111	0.0075	0.0093	0.0091	0.0087	0.0082	0.0174	0.0174	0.0158	0.0158	0.0110	0.0141	0.0068	621.140559999999	1387	1.00000	0.9837	0.0020	0.0000	0.0144	0.0034	0.0000	0.0546	0.0759	0.1931	0.2207	0.2759
tribe1121	0 All_Taxa	65	0.0499	0.0155	0.0530	0.0480	0.0626	0.0528	0.0537	0.0148	0.0681	0.0604	0.0253	0.0399	0.0403	0.0647	0.0368	0.0760	0.0885	0.0568	0.0401	0.0528	0.3082	0.6918	0.5985	0.4015	0.1142	0.7699	0.1159	0.1578	0.0085	0.0045	0.0048	0.0108	0.0057	0.0079	0.0091	0.0034	0.0098	0.0076	0.0099	0.0054	0.0110	0.0069	0.0094	0.0054	0.0134	0.0071	0.0085	0.0082	0.0180	0.0180	0.0147	0.0147	0.0071	0.0085	0.0061	336.01286	1216	1.00000	0.9897	0.0000	0.0000	0.0103	0.0000	0.0000	0.1645	0.0370	0.1481	0.1235	0.3457
tribe629	0 All_Taxa	63	0.0162	0.0358	0.0518	0.0488	0.0718	0.0359	0.0670	0.0241	0.0444	0.0562	0.0447	0.0674	0.0679	0.0241	0.0776	0.0812	0.1068	0.0151	0.0183	0.0448	0.3326	0.6674	0.5477	0.4523	0.1232	0.7282	0.1486	0.2524	0.0041	0.0022	0.0028	0.0057	0.0055	0.0022	0.0074	0.0012	0.0052	0.0086	0.0051	0.0052	0.0058	0.0027	0.0069	0.0055	0.0070	0.0047	0.0049	0.0036	0.0130	0.0130	0.0112	0.0112	0.0040	0.0079	0.0059	936.244500000001	1178	1.00000	0.9690	0.0000	0.0000	0.0310	0.0000	0.0000	0.5753	0.1363	0.1989	0.1989	0.2612
rla2	0 All_Taxa	69	0.1416	0.0226	0.0511	0.0393	0.0231	0.0245	0.0083	0.0180	0.0466	0.0657	0.0065	0.0759	0.0767	0.0132	0.1012	0.0684	0.1367	0.0121	0.0307	0.0377	0.4724	0.5276	0.3997	0.6003	0.0740	0.7817	0.1443	0.2255	0.0178	0.0069	0.0142	0.0112	0.0129	0.0078	0.0085	0.0014	0.0181	0.0147	0.0078	0.0129	0.0146	0.0099	0.0168	0.0125	0.0111	0.0091	0.0084	0.0090	0.0200	0.0200	0.0246	0.0246	0.0118	0.0172	0.0109	551.249260000009	1292	1.00000	0.9970	0.0000	0.0000	0.0030	0.0000	0.0000	0.1065	0.0370	0.2222	0.2593	0.4259
rps16	0 All_Taxa	75	0.0878	0.0126	0.0854	0.0279	0.0149	0.0530	0.0998	0.0001	0.0483	0.1078	0.0073	0.0410	0.0931	0.0099	0.0592	0.0481	0.0839	0.0498	0.0285	0.0417	0.3085	0.6915	0.5131	0.4869	0.2076	0.7033	0.0891	0.123	0.0092	0.0038	0.0035	0.0076	0.0040	0.0070	0.0087	0.0002	0.0091	0.0067	0.0049	0.0046	0.0093	0.0055	0.0074	0.0071	0.0074	0.0068	0.0056	0.0049	0.0137	0.0137	0.0126	0.0126	0.0063	0.0093	0.0062	468.461679999995	1406	1.00000	0.9802	0.0005	0.0000	0.0193	0.0009	0.0000	0.0453	0.0145	0.0652	0.0652	0.0652
rpo	0 All_Taxa	61	0.0546	0.0195	0.0681	0.0580	0.0485	0.0219	0.0638	0.0082	0.0549	0.0613	0.0360	0.0535	0.0714	0.0280	0.0707	0.0620	0.0930	0.0407	0.0379	0.0481	0.3485	0.6515	0.5120	0.4880	0.1251	0.7594	0.1155	0.1332	0.0018	0.0009	0.0011	0.0013	0.0012	0.0007	0.0013	0.0003	0.0018	0.0017	0.0010	0.0009	0.0017	0.0008	0.0020	0.0012	0.0015	0.0014	0.0009	0.0009	0.0034	0.0034	0.0039	0.0039	0.0027	0.0037	0.0021	2999.57469999999	1140	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047663	0.9532	0.0011	0.0000	0.0458	0.0010	0.0000	1.1798	0.0457	0.0851	0.0882	0.0741
vatb	0 All_Taxa	74	0.0768	0.0088	0.0717	0.0576	0.0449	0.0379	0.0586	0.0036	0.0550	0.0404	0.0308	0.0580	0.0668	0.0166	0.0836	0.0684	0.0823	0.0426	0.0415	0.0542	0.3728	0.6272	0.4887	0.5113	0.0990	0.7746	0.1264	0.0572	0.0040	0.0013	0.0023	0.0038	0.0036	0.0024	0.0030	0.0009	0.0045	0.0026	0.0024	0.0027	0.0038	0.0018	0.0041	0.0035	0.0031	0.0025	0.0021	0.0028	0.0063	0.0063	0.0060	0.0060	0.0031	0.0039	0.0029	217.45266	1387	1.00000	0.9744	0.0001	0.0000	0.0255	0.0002	0.0000	0.0635	0.0254	0.0275	0.0297	0.0339
rpl16b	0 All_Taxa	75	0.0677	0.0157	0.0654	0.0290	0.0303	0.0368	0.1156	0.0100	0.0470	0.1276	0.0236	0.0227	0.0885	0.0254	0.0503	0.0385	0.0994	0.0226	0.0339	0.0502	0.3350	0.6650	0.5111	0.4889	0.2431	0.6958	0.0611	0.1529	0.0121	0.0058	0.0054	0.0087	0.0071	0.0073	0.0101	0.0034	0.0094	0.0114	0.0074	0.0056	0.0108	0.0047	0.0092	0.0060	0.0103	0.0068	0.0068	0.0050	0.0167	0.0167	0.0194	0.0194	0.0098	0.0125	0.0078	605.315469999999	1406	1.00000	0.9646	0.0001	0.0000	0.0353	0.0002	0.0000	0.0604	0.0000	0.0000	0.0000	0.0000
