	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0030	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0051	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0092	Gene_0094	Gene_0098	Gene_0101	Gene_0105	Gene_0120	Gene_0121	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0157	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0178	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0270	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0352	Gene_0363	Gene_0366	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0408	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0448	Gene_0450	Gene_0455	Gene_0457	Gene_0470	Gene_0484	Gene_0487	Gene_0498	Gene_0503	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0548	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0604	Gene_0608	Gene_0614	Gene_0615	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0628	Gene_0629	Gene_0631	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0661	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0677	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0775	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0848	Gene_0857	Gene_0863	Gene_0873	Gene_0874	Gene_0891	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0911	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989	Gene_1021	Gene_1033
Ircinia_fasciculata	0.3489	0.3093						0.4000	0.4216	0.3038	0.2922				0.2997	0.3723	0.2835	0.3333	0.3053	0.4211	0.3241		0.3736	0.5000	0.2692	0.3586					0.2895	0.3364	0.4425									0.3816			0.2766	0.3448				0.2897			0.3243		0.3081		0.2812	0.3922	0.2241		0.2661	0.1733	0.3553		0.4643	0.4367	0.3799		0.2683	0.4275	0.3889				0.3294				0.3564	0.3214				0.3218		0.4262			0.4011	0.2556	0.3033		0.4012	0.3298		0.5243			0.3029		0.3023		0.3494	0.4154	0.3204	0.3946		0.3600		0.3118		0.3228			0.3469		0.2941	0.3482			0.3322	0.4545	0.3038	0.4085	0.4167	0.3333	0.3228	0.3514	0.4000	0.4237	0.3261		0.4157	0.3304	0.3878			0.2970	0.3576				0.3139		0.4320				0.2766				0.3012	0.3146				0.3200		0.3232		0.3600	0.3793		0.2636	0.3441			0.3012	0.3896	0.4479		0.3118		0.3205				0.3664	0.3780				0.3270	0.3506	0.4454	0.4627	0.3534	0.4000	0.3000		0.2689			0.3295	0.3544	0.4651			0.1818	0.3674		0.3178	0.2673							
Hydra_vulgaris	0.3639	0.3051	0.3945	0.3204	0.3639	0.3484	0.3489	0.3398	0.4387	0.3165	0.3302	0.4403	0.2740	0.4691	0.2767	0.3650	0.2879	0.3841	0.2842	0.3368	0.3493	0.3558	0.3613	0.4269	0.3516	0.3717	0.4375	0.4597		0.3636	0.3234	0.3906	0.4474	0.3989	0.2857	0.4074	0.3592	0.3644	0.4387	0.3307		0.3750	0.3387	0.3307	0.2688	0.3853		0.3377	0.2913	0.3147	0.4608	0.3717	0.3477	0.3649	0.2900	0.3500	0.3030	0.3679	0.2174	0.3779	0.2976	0.2000	0.3820	0.3073		0.3944	0.4208	0.3366	0.2563	0.4198	0.3396	0.3792	0.3418	0.4026	0.3862	0.4319	0.3611	0.3250	0.3200	0.2571	0.4387		0.5115	0.3261	0.3434	0.3772	0.3831	0.4850	0.4064	0.3481	0.3478	0.3953	0.3765	0.3571	0.3777	0.4646		0.3712	0.3086		0.3670			0.4040	0.3365	0.3429	0.3516	0.3574	0.3762	0.3211	0.3443	0.3119	0.3772	0.3575	0.3461	0.4229	0.3259	0.3594		0.3871	0.3378	0.3779	0.3457	0.4646	0.3852	0.3710	0.3133	0.4755	0.3704	0.4125	0.3272	0.3750	0.4848	0.3304	0.3859	0.3831	0.2982	0.3030	0.3684	0.3621	0.4326	0.3594	0.3289	0.3840	0.4320	0.3654	0.3289		0.3121	0.3683	0.3412	0.3210	0.2907	0.2982	0.3832	0.3582	0.3525	0.3481	0.3451	0.3555	0.4000	0.3000	0.3103	0.2974	0.2364	0.2900	0.3420	0.3841	0.3333	0.3846	0.3608	0.4378	0.3516	0.3365	0.4286	0.4965	0.5013	0.3828	0.3540	0.3552	0.5068	0.3459	0.3490		0.3457	0.5079	0.4627	0.3423	0.4154	0.3117	0.3720	0.3130	0.4018	0.3883	0.3639	0.3445	0.4394	0.3702	0.5159	0.3200	0.3903	0.4187	0.3279	0.3523	0.3804	0.3315	0.3789	0.3518	0.3440		0.2830
Capitella_teleta	0.3694	0.2857	0.3776	0.3135	0.3602	0.3877	0.3411	0.3295	0.4606		0.3364	0.3953	0.2933	0.4730	0.2706	0.3869	0.2576	0.3415	0.3053	0.3505	0.3448	0.3574	0.3770	0.4882	0.3320	0.3597	0.4219	0.3373	0.3191	0.3593	0.3163	0.3874	0.3884	0.3672	0.2949	0.3704	0.3883	0.3869	0.4980	0.3650	0.3000	0.4188	0.3548		0.2632	0.3744	0.3088	0.3677	0.3071	0.3103	0.4798	0.3434	0.3346	0.3411	0.2913	0.3362	0.3053	0.4156	0.2627	0.3694	0.2931	0.2000	0.3511	0.3382	0.4769	0.3611	0.4066	0.3563	0.2582	0.3969	0.3695	0.3690	0.3418	0.3900	0.3834	0.4286	0.3667			0.2896	0.4218	0.3819	0.5534	0.3583	0.3229	0.3861	0.3636		0.3966	0.3926	0.3424	0.3764	0.3889	0.3741	0.4105	0.4756	0.4646	0.3799	0.3103	0.3627	0.3700		0.3333	0.4223	0.3841	0.3919	0.3557	0.3640	0.3599	0.2894	0.3491	0.3404	0.3976	0.3732	0.3556	0.4294	0.3185	0.3386	0.4917	0.3723	0.3525	0.4360	0.3333	0.4783	0.4180		0.3012	0.4126	0.3472	0.4576	0.2931	0.3786	0.4399	0.3367	0.4082	0.3443	0.3805	0.3069	0.3510	0.3442	0.5112	0.3694	0.3691	0.3546	0.3964	0.3457	0.3225	0.3785	0.3071	0.3463	0.3696	0.3754	0.3256	0.3377	0.3463	0.3609	0.3641		0.3402	0.3649	0.3803	0.2833	0.3793	0.3333	0.2818	0.2500	0.3485	0.4000	0.3670	0.4178	0.3980	0.4138	0.3411	0.3208	0.3852	0.4588	0.5104	0.3642	0.3610	0.3594	0.4638	0.3426	0.3594	0.3517	0.3171	0.4712	0.4559	0.3303	0.4615	0.2756	0.4160	0.2917	0.3986	0.4175	0.3550	0.3805	0.3957	0.3646	0.4887	0.3366	0.4008	0.4198	0.3279	0.3149		0.3425	0.3370	0.3557	0.3458	0.3756	0.3605
Hormathia_digitata	0.3657			0.3252			0.3604			0.2658			0.2933	0.4568		0.3810	0.3130	0.3841	0.3058		0.3778	0.3379		0.4971	0.3441	0.3137	0.4553				0.2439	0.3120			0.3141		0.4272	0.3425	0.4625		0.2375	0.3438	0.3488		0.3438	0.3756	0.2833	0.3281					0.3198			0.3621	0.2326		0.2946	0.3301	0.3294	0.2471		0.3364							0.3713		0.3544			0.3420				0.2947	0.4255		0.5447	0.3709		0.4362			0.3911	0.3481		0.4072					0.4813	0.3712	0.3294	0.3475				0.4104	0.3395	0.3404		0.3640	0.3438		0.3478							0.3690		0.3978	0.3178	0.4471	0.3519						0.3377			0.3750	0.4237		0.3878	0.3315			0.3377		0.4382						0.3421		0.2714		0.3493	0.3889	0.2891					0.3137		0.3782						0.2800		0.3929	0.3232			0.4275	0.3023	0.3318			0.5148		0.3575	0.4082				0.2564		0.4603		0.3348	0.3628	0.3689	0.4048		0.3958	0.3619	0.3607		0.3488		0.5194	0.3268		0.4561	0.3158	0.2660	0.3789			0.4286		0.3493	
Eunicella_verrucosa	0.3610	0.2839	0.3789	0.3394	0.3661		0.3398		0.4457		0.3023	0.3953		0.4691		0.3723	0.3130	0.3720	0.3000		0.3241	0.3299	0.3698	0.5029	0.3242	0.3586		0.4178			0.3023	0.3854	0.4386	0.3471	0.3226		0.4272	0.3571	0.4625	0.3650		0.3875	0.3629	0.3386	0.2872	0.3500	0.2751		0.2677	0.2828	0.4813	0.3486	0.3385	0.3113	0.2949	0.3448	0.3258	0.3839	0.2143	0.3424	0.2816	0.1951	0.3509	0.2905	0.4609	0.3944	0.4153	0.3444	0.2563	0.3588	0.3486	0.3457	0.3559	0.4058	0.3059	0.4300	0.3472			0.3237	0.3787	0.3750	0.5420		0.3417	0.3455	0.3312		0.4022	0.3130	0.3424	0.3818	0.3704	0.3462	0.3463	0.4658	0.4571	0.3624	0.3200	0.3693	0.3467			0.4104	0.3604	0.3573	0.3393	0.3520	0.3552	0.3034	0.3462	0.3349		0.3625	0.3436	0.4210	0.3204	0.3780		0.3404	0.3389		0.3519	0.4946	0.3934	0.3409	0.2952	0.4545	0.3615		0.3239	0.3684		0.3391	0.3724	0.3388	0.3363	0.2727	0.3179		0.4859	0.3514	0.3423		0.4320	0.3704	0.3156	0.3333	0.3000	0.3684	0.3761	0.3741	0.3314	0.2851	0.3333	0.3929	0.3729	0.3642	0.3375	0.3748	0.4014	0.3000	0.3793	0.3368	0.2636	0.2600	0.3225	0.3333	0.3457	0.4151	0.3520	0.4021	0.3566	0.3602	0.3919	0.4786	0.5282	0.3955	0.3601	0.3617			0.3507		0.3514	0.4398			0.3538	0.3082	0.3869	0.2828	0.4106	0.3714	0.3377	0.3478	0.3597	0.3702	0.4884	0.2632	0.3616	0.3855	0.2787	0.3149	0.3696	0.3370	0.3789		0.3502	0.3629	
Bolocera_tuediae	0.3588	0.2910					0.3521			0.3165				0.4691			0.3178	0.3780						0.5088							0.3676				0.2821	0.3704	0.4078				0.2625		0.3699		0.2979	0.3812		0.3403	0.3085				0.3707						0.2946									0.3443	0.3137		0.4088		0.3475			0.3394						0.2778		0.2857		0.3500								0.3439				0.3773						0.4104						0.3309	0.3365							0.3307				0.4055	0.3519		0.4180		0.3133		0.4175			0.3947		0.3295	0.3776	0.3037					0.4607								0.2500				0.3415		0.3082								0.3750		0.2364		0.4154	0.4088						0.3412					0.3523	0.3897			0.3488				0.4776	0.3258		0.3467			0.4172	0.3951						0.3122			0.3061								
Allomyces_macrogynus	0.3952	0.3220	0.4211	0.3394	0.3888	0.4070	0.3590	0.4004	0.4371	0.2911	0.3586	0.4457	0.2877	0.4691	0.3221	0.3942	0.3030	0.4140	0.3368	0.4099	0.3310	0.4082	0.3850	0.5439	0.3555	0.4184	0.4297	0.4272	0.4189	0.3776	0.3815	0.4271	0.4180		0.3333	0.3208	0.4660	0.3911	0.4783	0.4161	0.2875	0.4340	0.4016	0.3468	0.3191	0.4378		0.3290	0.3780	0.3034	0.5172	0.3792	0.3178	0.3818	0.2991	0.3895	0.4065	0.4123	0.3571	0.3769		0.2073	0.4190	0.3249	0.4706	0.4167	0.4372	0.3679	0.3347	0.4000	0.4413	0.4089	0.4262	0.3799	0.4079	0.4334	0.3952	0.3622	0.3667	0.3877	0.4226	0.4444	0.5420	0.4188		0.4346	0.3836	0.5045	0.4278	0.3333	0.3799	0.4339		0.4370	0.3835	0.5163	0.4557	0.3843	0.3600	0.4719	0.4091	0.3249	0.3378	0.4024	0.3818	0.3757	0.3919	0.3865	0.4044	0.3099	0.3443	0.3479	0.4251		0.3627	0.4777	0.3908	0.4000	0.5475		0.3128	0.4907	0.3230		0.4180	0.3895	0.3558	0.4476	0.4419	0.4439		0.3618	0.4384	0.3478		0.4318	0.3894	0.3800	0.3709	0.3705	0.4790	0.3732	0.3481	0.4103	0.3855	0.4348	0.3946	0.4247	0.2908	0.4083	0.3647	0.4164	0.3256	0.3333	0.3534	0.3507	0.3877	0.3885	0.3525	0.3614	0.4317	0.3333	0.3793	0.3436	0.2762	0.2900	0.4364	0.4291	0.4096	0.4038	0.4337	0.4526	0.3047		0.3746	0.4929	0.5026	0.4323	0.3669	0.3941	0.4841		0.3748	0.3333	0.4133		0.4559	0.3636	0.4032	0.4065	0.3832	0.3023	0.4659	0.3810	0.3607	0.4014	0.4532	0.3876	0.4737	0.3781	0.4120	0.3761	0.3279	0.3260	0.3696	0.3923	0.3412	0.3834	0.4159	0.3686	0.3529
Amoebidium_parasiticum	0.3691	0.3008	0.3778	0.3178	0.3902	0.3859	0.3480	0.3495		0.3000	0.3070	0.4099	0.2877	0.4938	0.2789	0.3723	0.3030	0.3675	0.3148	0.3122	0.3241	0.3391	0.3508	0.4971	0.3281	0.3435	0.4219	0.4131	0.3835	0.3855	0.3611	0.3698	0.4386	0.3732	0.3052	0.4074	0.4455	0.3805	0.4664	0.3504	0.3000	0.4000	0.3496	0.3228	0.2581	0.3821	0.3333	0.3399	0.2764	0.2483	0.4562	0.3538	0.3077	0.3278	0.2833	0.3586	0.3280		0.1905	0.3469		0.2118	0.3880	0.2682	0.4428	0.3833	0.3989	0.3542	0.2743	0.3511	0.3682	0.3469	0.3559	0.3929	0.3859	0.4082	0.3657	0.3458	0.3465	0.3942	0.4302	0.3125	0.5134	0.3115	0.2883	0.3457	0.3268	0.4985	0.4033		0.3514	0.3898	0.3704	0.3415	0.3949	0.5000	0.4332	0.3843	0.3200	0.3693	0.3600	0.3574	0.3379	0.4104	0.3891	0.3681	0.3593	0.3520	0.3596	0.2983	0.3302	0.3456	0.3904	0.3538		0.4308	0.3296	0.3307	0.5109		0.3333	0.4286	0.3642	0.4457	0.4180	0.3759	0.3795	0.4266	0.4028	0.4746		0.3667	0.4257	0.3652	0.3795	0.3934	0.2920	0.3267	0.3179	0.3779		0.3470	0.2975	0.3640	0.3812	0.3851	0.3500	0.3508	0.2837	0.3955	0.3107	0.3686	0.2907	0.3053	0.3377	0.3195	0.3341	0.3854	0.3576	0.3603	0.3592	0.3333	0.4368	0.2637	0.2692	0.3300	0.3390	0.4103	0.3777	0.3782	0.4082	0.4391	0.3203	0.3066	0.3746	0.5179	0.5143	0.3640	0.3627	0.3432	0.4464	0.3646	0.3352	0.3962	0.2561	0.4503	0.4478		0.3902	0.3375	0.4345	0.3053	0.4060	0.3883	0.3566	0.3926	0.3741	0.3702	0.5234	0.3367	0.3432	0.3686	0.3443	0.3149	0.3750	0.3370	0.3684	0.3557	0.3525	0.3708	0.3732
Amphimedon_queenslandica	0.3602	0.2712	0.3558	0.3316	0.3526	0.3433	0.3529	0.3410	0.4472	0.2875	0.2850		0.3014	0.4938	0.3010	0.3723	0.2652	0.3720	0.3239	0.3194	0.3586	0.3462	0.3450	0.5424	0.3086	0.3684	0.4219	0.3902	0.3303	0.3396	0.3234	0.3750	0.4344		0.3013	0.4259	0.4078	0.3437	0.5251	0.3740	0.2875	0.3671	0.3548	0.2788	0.2979	0.3516	0.2962	0.3660	0.3228	0.3034	0.4769		0.3592	0.3477	0.3034	0.3518	0.2812		0.2169	0.3599	0.3155	0.2000	0.3607	0.3125	0.4805	0.4056	0.3880	0.4067	0.2857	0.3664	0.3791	0.3494	0.3333	0.3799		0.4047		0.3436	0.3654		0.3459	0.3958	0.4850	0.3236	0.3266	0.3904	0.3481	0.4835	0.4278	0.3333	0.3750	0.3649	0.3827	0.3511	0.3846	0.5095	0.4902	0.3894	0.2516	0.3627	0.3611	0.3408	0.3505	0.4223	0.3735	0.3608	0.3604	0.3494	0.3470	0.3090	0.3443	0.3145	0.3782	0.3766	0.3361	0.4294	0.3340	0.3307	0.5000			0.4467	0.3642	0.4079		0.3302	0.3293	0.4228	0.3657		0.2948	0.3448	0.3938	0.3448	0.4184	0.3517	0.3009	0.2871	0.3311	0.3395	0.4731	0.3604	0.3087	0.2605	0.3728	0.3478	0.3290	0.3799	0.3191	0.3657	0.3033		0.3286	0.2936		0.3582	0.3661	0.3594	0.3417	0.3634	0.3732	0.2833	0.4253	0.2872	0.2727	0.2600	0.3465	0.4069	0.3191	0.3654	0.3964	0.3922	0.3438	0.3679	0.3596	0.4395	0.5208	0.3564	0.3540	0.3503		0.3430	0.3542	0.3569	0.2771	0.4840	0.4776	0.3196	0.3846	0.3250	0.4113	0.2720	0.3767	0.4466	0.3394	0.3797		0.3702	0.5476	0.2927	0.3684	0.4508	0.3197	0.3039	0.4096	0.3353	0.3511	0.3913	0.3339	0.3161	0.3501
Tubulanus_polymorphus	0.3688	0.3136	0.3750	0.3420	0.3542		0.3508	0.3495			0.3116		0.2667	0.4444	0.1765	0.3650	0.2955	0.3780	0.3105	0.3556	0.3586	0.3689	0.3508	0.4737	0.3633	0.3717	0.4219	0.4038		0.3743	0.3115	0.3895	0.3852	0.3738	0.3526		0.3883	0.3532	0.4901	0.3723		0.4062	0.3790	0.3093	0.2553	0.3739	0.3134	0.3506	0.2913	0.2966	0.5714	0.3660	0.3462	0.3495	0.3120	0.3084	0.2603	0.3774	0.2951	0.3217	0.2931		0.3660	0.3237	0.4439	0.4056	0.4208	0.3464	0.3067	0.4275		0.4022	0.3538	0.3831	0.3634	0.4312	0.4400	0.2690	0.3762	0.3277	0.3920	0.3542	0.5191	0.2966	0.3827	0.3761	0.3060	0.4737	0.4033	0.3926	0.3478	0.3870	0.3951	0.3579	0.3895	0.4500	0.4697	0.4061	0.3543	0.3693	0.3645	0.3307	0.3266	0.4143	0.3952	0.3858	0.4130	0.3936	0.3552	0.3181	0.3396	0.3166	0.4034	0.3613	0.3153	0.4284	0.3173	0.3307	0.4636	0.2809	0.3356	0.3917	0.3519	0.5000	0.4180		0.3133	0.4476	0.3380	0.4280	0.3007		0.4536	0.3304	0.4133	0.3115	0.3274	0.3267	0.3243	0.3469	0.4971	0.4024	0.3139	0.3808	0.3974	0.3395	0.3322		0.3000	0.3833	0.3472	0.3481	0.3101	0.3333	0.3463	0.3582	0.3490	0.3597	0.3420	0.3652	0.4220	0.3167	0.3678	0.3281	0.3000	0.2800	0.3394	0.4028	0.3743	0.4151		0.4158	0.3488	0.3460		0.4875	0.4857	0.4327	0.3618	0.3679	0.4696	0.3657	0.3588	0.3517	0.3086	0.4974		0.3439	0.4308	0.3165	0.3810	0.2435	0.4313	0.3883	0.3290			0.3591	0.4662	0.2828		0.4367	0.3279	0.2597	0.3804	0.3605	0.3723	0.3957	0.3620	0.3841	0.3274
Sphaeroforma_arctica	0.3628	0.3051	0.3702	0.3049		0.3484	0.3315	0.3704		0.2911		0.2121	0.3014	0.4773	0.2509		0.3106			0.2647	0.2828		0.3613	0.4757	0.3633		0.3627	0.4131	0.3540	0.3885	0.3260	0.3698	0.4222	0.3669	0.3258		0.4608	0.3333		0.3889		0.3418	0.3333	0.2992	0.3085		0.3185	0.3137		0.2917	0.4548			0.3510	0.2955		0.2549	0.3911	0.2515			0.2195	0.3770		0.4357	0.3799	0.3613	0.3307		0.3444	0.3919		0.3432	0.3994	0.3946	0.4212	0.3529	0.3155	0.3274		0.4012	0.3333				0.3485	0.3529	0.4611	0.4185	0.3284		0.4203	0.3457	0.3825	0.3623	0.4737	0.4509	0.3750	0.2952	0.3833	0.3686	0.3718	0.3684	0.4104	0.3823	0.3402	0.3318	0.3760		0.3057	0.3019	0.3255	0.4198		0.3582	0.4154	0.3040	0.4016	0.4739				0.3238	0.4239			0.3800	0.3846	0.4154	0.4280	0.2963	0.3841	0.4015	0.3478		0.3600	0.2832	0.3235	0.3308			0.4126	0.3093	0.3755		0.4000	0.2541		0.2624			0.3618	0.2907	0.3529	0.3256	0.3556		0.3775		0.3533	0.3263	0.3500	0.3523	0.2516		0.2700		0.3907		0.3439	0.4012	0.3871	0.3047	0.3602	0.3525	0.4644	0.4727	0.3846	0.3618	0.3683		0.3981	0.3284						0.3934	0.3377	0.4113	0.2658	0.3995	0.3786	0.3358		0.3885		0.4922	0.3131	0.2943			0.3204	0.3333	0.3481	0.3263	0.4016	0.3617	0.3643	0.3711
Nematostella_vectensis	0.3667	0.3026	0.3720	0.3307	0.3638	0.3685	0.3659		0.4528	0.2785	0.2930	0.4104	0.3014	0.4444	0.2967	0.3650	0.2946	0.3841	0.2789	0.3231	0.3517	0.3774	0.3560	0.5146	0.3750	0.3574	0.4286	0.3944		0.3705	0.3081	0.3455	0.4340	0.3932	0.3307	0.3148	0.4175	0.3750	0.4664	0.3650		0.3608	0.3496	0.3701	0.2941	0.3543	0.2929		0.3071	0.2917	0.4969	0.3459	0.3282	0.3713	0.2821	0.3552	0.2984	0.3806	0.2842	0.3464		0.2317	0.3903	0.3143	0.4526	0.4111	0.3697	0.3483	0.2521		0.3743	0.3740	0.3502	0.4033	0.3942	0.4269	0.3764	0.3218	0.3322		0.4291	0.3500	0.5076	0.3968	0.3144	0.3986	0.3377	0.4310	0.3966	0.3721	0.2735	0.3864	0.3519	0.3322	0.3878	0.4800		0.3537	0.2857	0.3333	0.3502	0.3265		0.4104	0.3672	0.3728	0.3359	0.3689	0.3505	0.3153	0.3302	0.3249	0.3914	0.3424	0.3478	0.4224	0.3147	0.3710			0.3221	0.4029	0.3333		0.4180		0.3012	0.4266	0.3474	0.4449	0.3391	0.3882	0.4320	0.3217	0.3980	0.3497	0.3540	0.2727	0.3444	0.3490	0.4971	0.3874	0.3504	0.3822	0.3846	0.3827	0.2982	0.3436	0.2857	0.3906	0.3527	0.3661	0.3023	0.3377	0.3506	0.3897	0.3768	0.3468	0.3507	0.3798	0.3411	0.3333	0.3793	0.3077	0.2364	0.2700	0.3802	0.3828	0.3583	0.4156	0.3571	0.4421	0.3178	0.3450	0.3569	0.5107	0.5091	0.3681	0.3575	0.3704	0.4503	0.3536	0.3524		0.2703	0.4503	0.4627	0.3529	0.4032	0.3304		0.2824	0.4244	0.4286	0.3508	0.3317	0.4029	0.3667	0.5159	0.3024	0.3727		0.3197	0.3000	0.4239	0.3741	0.3871	0.3794	0.3451		0.3648
Petromyzon_marinus	0.3729				0.3817	0.3370	0.3571		0.4403		0.3313	0.3859		0.4400	0.2706			0.3537	0.3280	0.3839	0.3699	0.3587			0.3555	0.3609		0.4085	0.3402								0.3883		0.5217	0.4409		0.3462	0.4032		0.3053		0.2857			0.3517	0.4719	0.3565	0.3552			0.3297		0.4065		0.3655	0.2701	0.2000			0.4757	0.3986	0.3770	0.3647		0.4351	0.3562				0.4047	0.4202			0.3743	0.3309		0.4097	0.5148			0.3939		0.5313	0.3750		0.2969	0.3986		0.3627	0.3675	0.4905	0.5124	0.3596	0.2914	0.3693	0.3463	0.3796			0.3791	0.3645	0.3392	0.3574	0.3542		0.3349	0.3230		0.3429	0.3035	0.4098	0.3034			0.4130	0.3523							0.4476	0.4159	0.4619	0.3391			0.3652	0.4108	0.3224	0.3608				0.4607		0.3066	0.3494	0.4179		0.3497	0.3723						0.2982	0.3692		0.3705	0.3750		0.3837		0.3500		0.3526			0.3606	0.3897	0.3564		0.3980	0.3952	0.3488	0.3507	0.3646				0.3627	0.4185	0.4696		0.3503	0.3759		0.5053	0.4627		0.4000			0.2443	0.4125			0.3394						0.4040	0.3197	0.3204					0.3476		0.3541
Trichoplax_adhaerens	0.3681	0.3234	0.3842	0.3446	0.3833	0.3702	0.3301		0.4465		0.3085	0.3929		0.4691		0.3869	0.2955	0.3963	0.2812		0.3448	0.3448	0.3473	0.4935	0.3750	0.3980	0.4062	0.4029	0.3743	0.3862	0.3412	0.3646	0.4180	0.3544	0.3355		0.4466	0.3540	0.4286	0.3504		0.3924	0.3871	0.3307	0.3053	0.3378	0.2833		0.2891	0.2897	0.5077	0.3590	0.3462	0.3767	0.2982	0.3570	0.3047	0.3994	0.2613	0.3698	0.3095		0.3649	0.3398		0.3778	0.3593	0.3765	0.3279	0.4122	0.3383		0.3418	0.4007	0.3843	0.4353	0.3866		0.3531		0.3642			0.3418	0.3969	0.3502	0.3544	0.5164	0.4078	0.3465	0.3596	0.3823	0.3889	0.3630	0.3965	0.4486	0.4430	0.3733	0.3429	0.3529	0.3643	0.3659	0.3737	0.4080	0.3345	0.3839	0.3323	0.3640	0.3521	0.3118	0.3396	0.3586	0.4067	0.3843	0.3538	0.4222	0.3315	0.2937	0.4981	0.3511	0.3456	0.4315	0.3086	0.4674	0.4390	0.3211	0.3086	0.4895	0.3988	0.4576	0.2659	0.3750	0.4278	0.3304	0.4541		0.3451	0.3333	0.3444	0.3595	0.4576	0.3514	0.3577	0.3246	0.3800	0.3789	0.3085	0.3426	0.2714	0.3722	0.3479	0.3391	0.3314	0.2923		0.3358	0.3701	0.3612	0.3263	0.3678		0.3333	0.3750	0.3032	0.3182	0.2500	0.3550	0.3862	0.4085	0.4058	0.3724		0.3333	0.3365	0.3675	0.4784	0.4935	0.3633	0.3554	0.3543	0.4535	0.3481	0.3438		0.3151			0.3303		0.3438	0.4111	0.2977	0.3859	0.4000	0.3446	0.3615	0.4348	0.3591	0.4186	0.3366	0.3761	0.4225	0.2817	0.2928	0.3799	0.4286	0.4043	0.3036	0.3662	0.3504	0.3539
Vallicula_sp	0.3569	0.3056	0.3918		0.3286	0.3360		0.3810			0.3558	0.4098			0.2273	0.3939	0.2803	0.4133	0.3333	0.3120		0.3734		0.5000			0.4297	0.4095				0.4115	0.3796	0.3579	0.3141		0.4175	0.3187		0.3852		0.3312			0.3333		0.3143		0.3293	0.3333	0.4409			0.3571	0.2814	0.3423	0.2969	0.3925	0.2222	0.3263	0.3056		0.3462	0.2910	0.4615	0.3750	0.4110		0.2770		0.3702		0.3111	0.4271		0.3755			0.3545	0.1707	0.4444	0.3375					0.3276		0.3907	0.3256	0.3616		0.3579			0.5362	0.4574	0.3478	0.2532					0.3762	0.3587	0.3678	0.3250	0.3463	0.3588	0.3192	0.3318	0.3386			0.3490			0.3482	0.4455	0.3736	0.3298	0.4394			0.4200	0.3747	0.3072		0.3684	0.4619	0.3473	0.3421	0.4267		0.4471	0.3130	0.2920	0.2772	0.3775			0.3568	0.2857			0.3772	0.3070		0.2696	0.3282	0.2980	0.3370			0.3502	0.3600	0.3138	0.3905	0.3429		0.3459	0.3115		0.3086	0.2455	0.2525	0.3257	0.4400		0.3492			0.3411	0.3255			0.4857	0.4100	0.3624	0.3665			0.3506					0.3224		0.2903	0.4274		0.3736		0.3494		0.4298	0.3591		0.2935	0.3946	0.4095	0.2951			0.3118	0.4000	0.3921	0.3538		0.3133
